Season,WeekNum,Week,Game_ID,Away,Home,Kickoff_UTC,NeutralSite,Provider,Spread_Home,Spread_Detail,Over_Under,Away_ML,Home_ML,Away_Win_Prob,Home_Win_Prob,Open_Spread_Home,Open_Away_ML,Open_Home_ML,ESPN_Home_Win_Prob,ESPN_Matchup_Quality,Fetched_At_UTC
2026,14,Week 14,401873109,Minnesota Vikings,New England Patriots,2026-12-11T01:15Z,False,DraftKings,-4.5,NE -4.5,43.5,180,-218,0.34252477380439467,0.6574752261956054,-4.5,185.0,-225.0,60.514,56.474,2026-09-08T14:11:09Z
2026,14,Week 14,401873116,Tampa Bay Buccaneers,Baltimore Ravens,2026-12-13T18:00Z,False,DraftKings,-6.0,BAL -6,48.5,210,-258,0.30920711694593195,0.690792883054068,-6.0,215.0,-265.0,68.76,65.7,2026-09-08T14:11:09Z
2026,14,Week 14,401873115,New Orleans Saints,Carolina Panthers,2026-12-13T18:00Z,False,DraftKings,-2.5,CAR -2.5,43.5,114,-135,0.448558885283451,0.551441114716549,-2.5,120.0,-142.0,55.663,19.704,2026-09-08T14:11:09Z
2026,14,Week 14,401873110,Atlanta Falcons,Cleveland Browns,2026-12-13T18:00Z,False,DraftKings,-1.5,CLE -1.5,40.5,105,-125,0.4675324675324675,0.5324675324675325,-1.5,-102.0,-118.0,41.705999999999996,18.712,2026-09-08T14:11:09Z
2026,14,Week 14,401873117,Tennessee Titans,Detroit Lions,2026-12-13T18:00Z,False,DraftKings,-7.5,DET -7.5,47.5,285,-360,0.2491874322860238,0.7508125677139762,-7.5,280.0,-355.0,72.869,45.146,2026-09-08T14:11:09Z
2026,14,Week 14,401873111,Chicago Bears,Miami Dolphins,2026-12-13T18:00Z,False,DraftKings,5.5,CHI -5.5,46.5,-245,200,0.6805555555555556,0.3194444444444444,5.5,-245.0,200.0,28.371000000000002,33.155,2026-09-08T14:11:09Z
2026,14,Week 14,401873112,Denver Broncos,New York Jets,2026-12-13T18:00Z,False,DraftKings,5.5,DEN -5.5,39.5,-230,190,0.6690070210631895,0.33099297893681046,5.5,-245.0,200.0,34.181,36.354,2026-09-08T14:11:09Z
2026,14,Week 14,401873114,Indianapolis Colts,Philadelphia Eagles,2026-12-13T18:00Z,False,DraftKings,-5.5,PHI -5.5,46.5,200,-245,0.3194444444444444,0.6805555555555556,-5.5,200.0,-245.0,62.23,59.899,2026-09-08T14:11:09Z
2026,14,Week 14,401873113,Houston Texans,Washington Commanders,2026-12-13T18:00Z,False,DraftKings,1.5,HOU -1.5,44.5,-122,102,0.5260865852617197,0.4739134147382802,2.5,-130.0,110.0,44.564,49.118,2026-09-08T14:11:09Z
2026,14,Week 14,401873118,Los Angeles Chargers,Las Vegas Raiders,2026-12-13T21:05Z,False,DraftKings,5.5,LAC -5.5,43.5,-230,190,0.6690070210631895,0.33099297893681046,5.5,-245.0,200.0,31.349,44.262,2026-09-08T14:11:09Z
2026,14,Week 14,401873119,Kansas City Chiefs,Cincinnati Bengals,2026-12-13T21:25Z,False,DraftKings,-1.5,CIN -1.5,48.5,105,-125,0.4675324675324675,0.5324675324675325,-1.5,-105.0,-115.0,51.798,72.964,2026-09-08T14:11:09Z
2026,14,Week 14,401873120,Los Angeles Rams,San Francisco 49ers,2026-12-13T21:25Z,False,DraftKings,2.5,LAR -2.5,49.5,-130,110,0.5427435387673957,0.4572564612326044,1.5,-120.0,100.0,46.104,87.977,2026-09-08T14:11:09Z
2026,14,Week 14,401873121,New York Giants,Seattle Seahawks,2026-12-13T21:25Z,False,DraftKings,-7.5,SEA -7.5,45.5,295,-375,0.2428115015974441,0.7571884984025559,-7.5,280.0,-355.0,71.016,61.299,2026-09-08T14:11:09Z
2026,14,Week 14,401873122,Buffalo Bills,Green Bay Packers,2026-12-14T01:20Z,False,DraftKings,-1.5,GB -1.5,49.5,105,-125,0.4675324675324675,0.5324675324675325,-1.5,100.0,-120.0,48.881,82.899,2026-09-08T14:11:09Z
2026,14,Week 14,401873123,Pittsburgh Steelers,Jacksonville Jaguars,2026-12-15T01:15Z,False,DraftKings,-3.0,JAX -3,44.5,136,-162,0.4066302458405761,0.593369754159424,-3.0,140.0,-166.0,59.035000000000004,55.308,2026-09-08T14:11:09Z
