Season,WeekNum,Week,Game_ID,Away,Home,Kickoff_UTC,NeutralSite,Provider,Spread_Home,Spread_Detail,Over_Under,Away_ML,Home_ML,Away_Win_Prob,Home_Win_Prob,Open_Spread_Home,Open_Away_ML,Open_Home_ML,ESPN_Home_Win_Prob,ESPN_Matchup_Quality,Fetched_At_UTC
2026,2,Week 2,401872932,Detroit Lions,Buffalo Bills,2026-09-18T00:15Z,False,DraftKings,-3.0,BUF -3,52.5,136,-162,0.4066302458405761,0.593369754159424,-3.0,136.0,-162.0,59.605,83.2,2026-09-08T17:14:53Z
2026,2,Week 2,401872933,Carolina Panthers,Atlanta Falcons,2026-09-20T17:00Z,False,DraftKings,-1.5,ATL -1.5,44.5,105,-125,0.4675324675324675,0.5324675324675325,-1.5,100.0,-120.0,58.379000000000005,23.702,2026-09-08T17:14:53Z
2026,2,Week 2,401872938,New Orleans Saints,Baltimore Ravens,2026-09-20T17:00Z,False,DraftKings,-7.5,BAL -7.5,46.5,280,-355,0.2522172949002217,0.7477827050997783,-7.5,300.0,-380.0,75.96300000000001,51.446,2026-09-08T17:14:53Z
2026,2,Week 2,401872937,Minnesota Vikings,Chicago Bears,2026-09-20T17:00Z,False,DraftKings,-3.5,CHI -3.5,45.5,160,-192,0.3690596562184025,0.6309403437815976,-3.5,154.0,-185.0,58.857000000000006,52.464,2026-09-08T17:14:53Z
2026,2,Week 2,401872934,Cincinnati Bengals,Houston Texans,2026-09-20T17:00Z,False,DraftKings,-2.5,HOU -2.5,46.5,114,-135,0.448558885283451,0.551441114716549,-2.5,114.0,-135.0,54.48499999999999,70.118,2026-09-08T17:14:53Z
2026,2,Week 2,401872946,Pittsburgh Steelers,New England Patriots,2026-09-20T17:00Z,False,DraftKings,-4.5,NE -4.5,43.5,180,-218,0.34252477380439467,0.6574752261956054,-4.5,185.0,-225.0,62.982000000000006,56.332,2026-09-08T17:14:53Z
2026,2,Week 2,401872936,Green Bay Packers,New York Jets,2026-09-20T17:00Z,False,DraftKings,5.5,GB -5.5,42.5,-245,200,0.6805555555555556,0.3194444444444444,6.5,-285.0,230.0,28.603,42.873,2026-09-08T17:14:53Z
2026,2,Week 2,401872935,Cleveland Browns,Tampa Bay Buccaneers,2026-09-20T17:00Z,False,DraftKings,-6.5,TB -6.5,42.5,225,-278,0.2949668357393679,0.705033164260632,-5.5,200.0,-245.0,71.505,28.751,2026-09-08T17:14:53Z
2026,2,Week 2,401872939,Philadelphia Eagles,Tennessee Titans,2026-09-20T17:00Z,False,DraftKings,4.5,PHI -4.5,42.5,-218,180,0.6574752261956054,0.34252477380439467,4.5,-218.0,180.0,32.439,42.419,2026-09-08T17:14:53Z
2026,2,Week 2,401872940,Jacksonville Jaguars,Denver Broncos,2026-09-20T20:05Z,False,DraftKings,-3.0,DEN -3,43.5,130,-155,0.4170073589533933,0.5829926410466066,-2.5,120.0,-142.0,55.469,64.861,2026-09-08T17:14:53Z
2026,2,Week 2,401872941,Las Vegas Raiders,Los Angeles Chargers,2026-09-20T20:05Z,False,DraftKings,-8.5,LAC -8.5,42.5,285,-360,0.2491874322860238,0.7508125677139762,-8.5,330.0,-425.0,80.268,44.033,2026-09-08T17:14:53Z
2026,2,Week 2,401872943,Seattle Seahawks,Arizona Cardinals,2026-09-20T20:25Z,False,DraftKings,10.0,SEA -10,44.5,-550,410,0.8118668596237336,0.18813314037626627,10.0,-500.0,380.0,24.807000000000002,45.44,2026-09-08T17:14:53Z
2026,2,Week 2,401872944,Washington Commanders,Dallas Cowboys,2026-09-20T20:25Z,False,DraftKings,-4.5,DAL -4.5,51.5,170,-205,0.35527082119976705,0.644729178800233,-4.5,170.0,-205.0,66.826,54.05,2026-09-08T17:14:53Z
2026,2,Week 2,401872942,Miami Dolphins,San Francisco 49ers,2026-09-20T20:25Z,False,DraftKings,-10.5,SF -10.5,46.5,490,-675,0.16290068313189698,0.8370993168681029,-10.5,425.0,-575.0,82.402,41.595,2026-09-08T17:14:53Z
2026,2,Week 2,401872945,Indianapolis Colts,Kansas City Chiefs,2026-09-21T00:20Z,False,DraftKings,-6.5,KC -6.5,47.5,260,-325,0.26645768025078376,0.7335423197492164,-5.5,205.0,-250.0,64.748,62.764,2026-09-08T17:14:53Z
2026,2,Week 2,401872947,New York Giants,Los Angeles Rams,2026-09-22T00:15Z,False,DraftKings,-8.5,LAR -8.5,48.5,300,-380,0.24000000000000005,0.7600000000000001,-8.5,295.0,-375.0,78.78699999999999,66.881,2026-09-08T17:14:53Z
