Season,WeekNum,Week,Game_ID,Away,Home,Kickoff_UTC,NeutralSite,Provider,Spread_Home,Spread_Detail,Over_Under,Away_ML,Home_ML,Away_Win_Prob,Home_Win_Prob,Open_Spread_Home,Open_Away_ML,Open_Home_ML,ESPN_Home_Win_Prob,ESPN_Matchup_Quality,Fetched_At_UTC
2026,12,Week 12,401873079,Green Bay Packers,Los Angeles Rams,2026-11-26T01:00Z,False,DraftKings,-4.5,LAR -4.5,48.5,185,-225,0.33635187580853815,0.6636481241914618,-3.5,164.0,-198.0,64.591,87.14,2026-09-08T17:14:53Z
2026,12,Week 12,401873081,Chicago Bears,Detroit Lions,2026-11-26T18:00Z,False,DraftKings,-2.5,DET -2.5,52.5,120,-142,0.43650793650793646,0.5634920634920635,-2.5,114.0,-135.0,59.17,70.91,2026-09-08T17:14:53Z
2026,12,Week 12,401873080,Philadelphia Eagles,Dallas Cowboys,2026-11-26T21:30Z,False,DraftKings,-1.5,DAL -1.5,49.5,105,-125,0.4675324675324675,0.5324675324675325,-1.5,100.0,-120.0,52.93600000000001,72.385,2026-09-08T17:14:53Z
2026,12,Week 12,401873082,Kansas City Chiefs,Buffalo Bills,2026-11-27T01:20Z,False,DraftKings,-2.5,BUF -2.5,50.5,124,-148,0.42794036443953615,0.5720596355604638,-2.5,114.0,-135.0,59.599999999999994,82.572,2026-09-08T17:14:53Z
2026,12,Week 12,401873083,Denver Broncos,Pittsburgh Steelers,2026-11-27T20:00Z,False,DraftKings,1.5,DEN -1.5,39.5,-122,102,0.5260865852617197,0.4739134147382802,1.5,-118.0,-102.0,49.032,54.282,2026-09-08T17:14:53Z
2026,12,Week 12,401873087,New Orleans Saints,Cincinnati Bengals,2026-11-29T18:00Z,False,DraftKings,-6.5,CIN -6.5,48.5,235,-290,0.28644876973925815,0.7135512302607419,-6.5,235.0,-290.0,69.57799999999999,45.241,2026-09-08T17:14:53Z
2026,12,Week 12,401873086,Las Vegas Raiders,Cleveland Browns,2026-11-29T18:00Z,False,DraftKings,-1.5,CLE -1.5,39.5,102,-122,0.4739134147382802,0.5260865852617197,-2.5,110.0,-130.0,54.410000000000004,6.36,2026-09-08T17:14:53Z
2026,12,Week 12,401873085,Baltimore Ravens,Houston Texans,2026-11-29T18:00Z,False,DraftKings,-1.5,HOU -1.5,45.5,102,-122,0.4739134147382802,0.5260865852617197,-1.5,-102.0,-118.0,50.104000000000006,77.638,2026-09-08T17:14:53Z
2026,12,Week 12,401873088,New York Giants,Indianapolis Colts,2026-11-29T18:00Z,False,DraftKings,-2.5,IND -2.5,47.5,114,-135,0.448558885283451,0.551441114716549,-2.5,114.0,-135.0,57.992999999999995,42.433,2026-09-08T17:14:53Z
2026,12,Week 12,401873089,New York Jets,Miami Dolphins,2026-11-29T18:00Z,False,DraftKings,-1.5,MIA -1.5,40.5,105,-125,0.4675324675324675,0.5324675324675325,-1.5,105.0,-125.0,49.049,5.464,2026-09-08T17:14:53Z
2026,12,Week 12,401873084,Atlanta Falcons,Minnesota Vikings,2026-11-29T18:00Z,False,DraftKings,-4.5,MIN -4.5,43.5,180,-218,0.34252477380439467,0.6574752261956054,-4.5,180.0,-218.0,57.286,38.276,2026-09-08T17:14:53Z
2026,12,Week 12,401873090,Tennessee Titans,Jacksonville Jaguars,2026-11-29T21:05Z,False,DraftKings,-5.5,JAX -5.5,45.5,195,-238,0.3249687530045188,0.6750312469954812,-5.5,210.0,-258.0,70.638,38.832,2026-09-08T17:14:53Z
2026,12,Week 12,401873092,Washington Commanders,Arizona Cardinals,2026-11-29T21:25Z,False,DraftKings,4.5,WSH -4.5,47.5,-218,180,0.6574752261956054,0.34252477380439467,4.5,-218.0,180.0,41.406,20.209,2026-09-08T17:14:53Z
2026,12,Week 12,401873091,Seattle Seahawks,San Francisco 49ers,2026-11-29T21:25Z,False,DraftKings,-1.5,SF -1.5,46.5,-110,-110,0.5,0.5,-1.5,-108.0,-112.0,52.20399999999999,82.682,2026-09-08T17:14:53Z
2026,12,Week 12,401873093,New England Patriots,Los Angeles Chargers,2026-11-30T01:20Z,False,DraftKings,-1.5,LAC -1.5,45.5,105,-125,0.4675324675324675,0.5324675324675325,-2.5,114.0,-135.0,58.553999999999995,73.259,2026-09-08T17:14:53Z
2026,12,Week 12,401873094,Carolina Panthers,Tampa Bay Buccaneers,2026-12-01T01:15Z,False,DraftKings,-3.5,TB -3.5,44.5,160,-192,0.3690596562184025,0.6309403437815976,-3.5,160.0,-192.0,63.904,35.365,2026-09-08T17:14:53Z
