Season,WeekNum,Week,Game_ID,Away,Home,Kickoff_UTC,NeutralSite,Provider,Spread_Home,Spread_Detail,Over_Under,Away_ML,Home_ML,Away_Win_Prob,Home_Win_Prob,Open_Spread_Home,Open_Away_ML,Open_Home_ML,ESPN_Home_Win_Prob,ESPN_Matchup_Quality,Fetched_At_UTC
2026,3,Week 3,401872948,Atlanta Falcons,Green Bay Packers,2026-09-25T00:15Z,False,DraftKings,-7.5,GB -7.5,46.5,295,-375,0.2428115015974441,0.7571884984025559,-7.5,285.0,-360.0,69.67999999999999,54.68,2026-09-08T14:11:09Z
2026,3,Week 3,401872953,Los Angeles Chargers,Buffalo Bills,2026-09-27T17:00Z,False,DraftKings,-3.0,BUF -3,48.5,136,-162,0.4066302458405761,0.593369754159424,-2.5,120.0,-142.0,60.402,84.878,2026-09-08T14:11:09Z
2026,3,Week 3,401872949,Carolina Panthers,Cleveland Browns,2026-09-27T17:00Z,False,DraftKings,1.5,CAR -1.5,39.5,-122,102,0.5260865852617197,0.4739134147382802,1.5,-120.0,100.0,46.117000000000004,12.524,2026-09-08T14:11:09Z
2026,3,Week 3,401872954,New York Jets,Detroit Lions,2026-09-27T17:00Z,False,DraftKings,-9.5,DET -9.5,45.5,320,-410,0.22849462365591394,0.771505376344086,-9.5,340.0,-440.0,79.08800000000001,43.66,2026-09-08T14:11:09Z
2026,3,Week 3,401872951,Houston Texans,Indianapolis Colts,2026-09-27T17:00Z,False,DraftKings,1.5,HOU -1.5,45.5,-122,102,0.5260865852617197,0.4739134147382802,1.5,-130.0,110.0,47.535,54.786,2026-09-08T14:11:09Z
2026,3,Week 3,401872957,New England Patriots,Jacksonville Jaguars,2026-09-27T17:00Z,False,DraftKings,-1.5,JAX -1.5,45.5,-102,-118,0.4826358742837298,0.5173641257162701,-1.5,-102.0,-118.0,54.945,65.737,2026-09-08T14:11:09Z
2026,3,Week 3,401872952,Kansas City Chiefs,Miami Dolphins,2026-09-27T17:00Z,False,DraftKings,7.5,KC -7.5,44.5,-440,340,0.7819063004846527,0.21809369951534735,7.0,-340.0,270.0,24.974,38.914,2026-09-08T14:11:09Z
2026,3,Week 3,401872956,Tennessee Titans,New York Giants,2026-09-27T17:00Z,False,DraftKings,-3.0,NYG -3,44.5,140,-166,0.4003612281757977,0.5996387718242023,-3.0,145.0,-175.0,62.272000000000006,22.783,2026-09-08T14:11:09Z
2026,3,Week 3,401872950,Cincinnati Bengals,Pittsburgh Steelers,2026-09-27T17:00Z,False,DraftKings,1.5,CIN -1.5,46.5,-125,105,0.5324675324675325,0.4675324675324675,1.5,-115.0,-105.0,45.139,55.319,2026-09-08T14:11:09Z
2026,3,Week 3,401872955,Seattle Seahawks,Washington Commanders,2026-09-27T17:00Z,False,DraftKings,3.5,SEA -3.5,46.5,-192,160,0.6309403437815976,0.3690596562184025,3.5,-198.0,164.0,37.552,60.029,2026-09-08T14:11:09Z
2026,3,Week 3,401872958,Arizona Cardinals,San Francisco 49ers,2026-09-27T20:05Z,False,DraftKings,-11.5,SF -11.5,46.5,470,-650,0.16835016835016833,0.8316498316498315,-11.5,470.0,-650.0,80.501,42.457,2026-09-08T14:11:09Z
2026,3,Week 3,401872959,Minnesota Vikings,Tampa Bay Buccaneers,2026-09-27T20:05Z,False,DraftKings,,,44.5,105,-125,0.4675324675324675,0.5324675324675325,,105.0,-125.0,55.794,48.807,2026-09-08T14:11:09Z
2026,3,Week 3,401872960,Baltimore Ravens,Dallas Cowboys,2026-09-27T20:25Z,True,DraftKings,2.5,BAL -2.5,51.5,-135,114,0.551441114716549,0.448558885283451,2.5,-135.0,114.0,43.869,77.948,2026-09-08T14:11:09Z
2026,3,Week 3,401872961,Las Vegas Raiders,New Orleans Saints,2026-09-27T20:25Z,False,DraftKings,-3.5,NO -3.5,42.5,154,-185,0.3775334481388264,0.6224665518611737,-3.0,140.0,-166.0,61.70099999999999,15.005,2026-09-08T14:11:09Z
2026,3,Week 3,401872962,Los Angeles Rams,Denver Broncos,2026-09-28T00:20Z,False,DraftKings,3.0,LAR -3,45.5,-155,130,0.5829926410466066,0.4170073589533933,2.5,-142.0,120.0,38.527,81.228,2026-09-08T14:11:09Z
2026,3,Week 3,401872963,Philadelphia Eagles,Chicago Bears,2026-09-29T00:15Z,False,DraftKings,-1.5,CHI -1.5,46.5,-102,-118,0.4826358742837298,0.5173641257162701,-1.5,-102.0,-118.0,49.664,65.551,2026-09-08T14:11:09Z
