Season,WeekNum,Week,Game_ID,Away,Home,Kickoff_UTC,NeutralSite,Provider,Spread_Home,Spread_Detail,Over_Under,Away_ML,Home_ML,Away_Win_Prob,Home_Win_Prob,Open_Spread_Home,Open_Away_ML,Open_Home_ML,ESPN_Home_Win_Prob,ESPN_Matchup_Quality,Fetched_At_UTC
2026,17,Week 17,401873156,Baltimore Ravens,Cincinnati Bengals,2027-01-01T01:15Z,False,DraftKings,-2.5,CIN -2.5,51.5,114,-135,0.448558885283451,0.551441114716549,-1.5,110.0,-130.0,49.961,77.024,2026-09-08T17:14:53Z
2026,17,Week 17,401873160,Washington Commanders,Jacksonville Jaguars,2027-01-03T05:00Z,False,DraftKings,-3.5,JAX -3.5,48.5,154,-185,0.3775334481388264,0.6224665518611737,-3.5,160.0,-192.0,62.382000000000005,50.795,2026-09-08T17:14:53Z
2026,17,Week 17,401873158,Kansas City Chiefs,Los Angeles Chargers,2027-01-03T05:00Z,False,DraftKings,-1.5,LAC -1.5,45.5,105,-125,0.4675324675324675,0.5324675324675325,-1.5,105.0,-125.0,55.496,77.86,2026-09-08T17:14:53Z
2026,17,Week 17,401873157,Denver Broncos,New England Patriots,2027-01-03T05:00Z,False,DraftKings,-2.5,NE -2.5,42.5,114,-135,0.448558885283451,0.551441114716549,-2.5,114.0,-135.0,54.403999999999996,66.957,2026-09-08T17:14:53Z
2026,17,Week 17,401873159,Los Angeles Rams,Tampa Bay Buccaneers,2027-01-03T05:00Z,False,DraftKings,4.5,LAR -4.5,48.5,-218,180,0.6574752261956054,0.34252477380439467,3.5,-185.0,154.0,34.671,73.554,2026-09-08T17:14:53Z
2026,17,Week 17,401873164,New Orleans Saints,Atlanta Falcons,2027-01-03T18:00Z,False,DraftKings,-1.5,ATL -1.5,44.5,102,-122,0.4739134147382802,0.5260865852617197,-1.5,105.0,-125.0,59.984,24.072,2026-09-08T17:14:53Z
2026,17,Week 17,401873167,Seattle Seahawks,Carolina Panthers,2027-01-03T18:00Z,False,DraftKings,5.5,SEA -5.5,42.5,-245,200,0.6805555555555556,0.3194444444444444,5.5,-245.0,200.0,33.475,52.569,2026-09-08T17:14:53Z
2026,17,Week 17,401873162,Indianapolis Colts,Cleveland Browns,2027-01-03T18:00Z,False,DraftKings,2.5,IND -2.5,43.5,-135,114,0.551441114716549,0.448558885283451,1.5,-122.0,102.0,37.682,27.067,2026-09-08T17:14:53Z
2026,17,Week 17,401873165,New York Giants,Dallas Cowboys,2027-01-03T18:00Z,False,DraftKings,-4.5,DAL -4.5,49.5,180,-218,0.34252477380439467,0.6574752261956054,-4.5,180.0,-218.0,65.479,54.928,2026-09-08T17:14:53Z
2026,17,Week 17,401873161,Buffalo Bills,Miami Dolphins,2027-01-03T18:00Z,False,DraftKings,7.5,BUF -7.5,47.5,-380,300,0.7600000000000001,0.24000000000000005,7.5,-355.0,280.0,21.141,45.507,2026-09-08T17:14:53Z
2026,17,Week 17,401873163,Minnesota Vikings,New York Jets,2027-01-03T18:00Z,False,DraftKings,3.5,MIN -3.5,39.5,-185,154,0.6224665518611737,0.3775334481388264,3.5,-185.0,154.0,38.804,26.99,2026-09-08T17:14:53Z
2026,17,Week 17,401873166,Pittsburgh Steelers,Tennessee Titans,2027-01-03T18:00Z,False,DraftKings,1.5,PIT -1.5,42.5,-125,105,0.5324675324675325,0.4675324675324675,1.5,-125.0,105.0,42.01,28.542,2026-09-08T17:14:53Z
2026,17,Week 17,401873168,Las Vegas Raiders,Arizona Cardinals,2027-01-03T21:05Z,False,DraftKings,1.5,LV -1.5,42.5,-130,110,0.5427435387673957,0.4572564612326044,1.5,-125.0,105.0,53.236000000000004,6.266,2026-09-08T17:14:53Z
2026,17,Week 17,401873169,Detroit Lions,Chicago Bears,2027-01-03T21:25Z,False,DraftKings,-1.5,CHI -1.5,49.5,102,-122,0.4739134147382802,0.5260865852617197,-1.5,105.0,-125.0,51.232,67.397,2026-09-08T17:14:53Z
2026,17,Week 17,401873170,Philadelphia Eagles,San Francisco 49ers,2027-01-04T01:20Z,False,DraftKings,-1.5,SF -1.5,45.5,105,-125,0.4675324675324675,0.5324675324675325,-1.5,105.0,-125.0,56.43,76.47,2026-09-08T17:14:53Z
2026,17,Week 17,401873171,Houston Texans,Green Bay Packers,2027-01-05T01:15Z,False,DraftKings,-2.5,GB -2.5,42.5,114,-135,0.448558885283451,0.551441114716549,-2.5,114.0,-135.0,56.84,70.688,2026-09-08T17:14:53Z
