lake_id,center_utm_x,center_utm_y
"64008500",315366.57488777,4949904.79657388
"21048200",291982.56483338,5076617.72847135
"01040800",466017.34904752,5157607.46339235
"37031600",239633.08650453,5001848.83431167
"69043500",554677.49181005,5273015.27504195
"04011600",372815.42357456,5274144.86240715
"02066900",464207.38377188,5010142.58979566
"30022000",473281.05324598,5053622.11433092
"02024400",464025.36059704,5028538.53727334
"56168000",266587.89538095,5170013.70892759
"19011000",479489.32316945,4960831.24284898
"69104000",583888.50191051,5311942.90745388
"82007200",508457.86717225,5007727.97211854
"44053200",282795.19385352,5227125.83389062
"15003000",333262.07086214,5291241.59968729
"61020100",292986.15935185,5069214.44748737
"27083100",457219.53400268,4980871.85423058
"04004100",379757.42151688,5259660.4413284
"38031000",629717.86088152,5301929.73515828
"71004800",455583.43448083,5036294.81576243
"15042200",334915.9893037,5227253.35229959
"06011600",232279.55711703,5035105.69933121
"69120600",553971.90163598,5204206.00195021
"18035200",407986.69012442,5164904.64068804
"14003500",254316.50114465,5183306.30275512
"11047500",378993.02430959,5208010.37541314
"60073200",293948.9859361,5282963.84368366
"54008900",245599.0658724,5228690.7832504
"73022000",369511.79352137,5067647.14201104
"16075700",650325.24327063,5325573.19196605
"34042200",332975.41825321,5017618.34702244
"49000400",433777.84516317,5110012.76434609
"38063800",610648.32408608,5303607.60865271
"11085000",390191.98583278,5200516.44445968
"70018800",467602.61215849,4949245.03464858
"02010400",469509.08468907,5016279.80200455
"31097200",454010.24004243,5257083.07990294
"77030900",351738.31423719,5076094.22989931
"26010600",272880.64049818,5076385.5445835
"71029400",446018.41342583,5036968.70083156
"18073000",423575.14492471,5183583.43194417
"03045800",283643.93869002,5221763.17388596
"16040900",669779.99506193,5307951.97444344
"60069500",268202.70657143,5292681.11012491
"34053800",335070.04933192,5003770.43749638
"69066200",534354.90331307,5263488.04742204
"19005900",485552.18106717,4962907.80674039
"34059400",352679.43524338,4999769.81061143
"56005500",315902.01295893,5156320.08578026
"18063800",412509.31044709,5170391.15661035
"10012500",423022.8093622,4976657.77850807
"44041800",277670.61982619,5252835.04365529
"38085000",619880.55393272,5310666.29057034
"80003500",336116.90220643,5182933.60195237
"69126300",504762.07872356,5182636.43607357
"56000400",327647.66638999,5116178.45296638
"04020600",353877.89678474,5259656.49164128
"82036200",504108.08038176,4987237.60608993
"49013300",375810.86123542,5122432.89912384
"75036500",249979.72037943,5033971.60146418
"39001000",332176.64360112,5383201.72302833
"19037500",477930.43053109,4946591.58693872
"27006600",468058.53541637,5002149.50622584
"11088400",385383.75658445,5210148.01510579
"41005700",237719.31325904,4924130.58815854
"60002900",301488.46564474,5278238.50306018
"11065600",375595.26824705,5162272.46698485
"56047500",284464.00841324,5145326.22852955
"77002100",365269.95533093,5077733.70591285
"47012700",374939.25968393,4982843.4799267
"16077800",654200.37662653,5330028.25950099
"27084400",459961.44606582,4980581.61578512
"19040100",475830.86057781,4945520.14941038
"15000600",326768.68829324,5233156.99506342
"70024000",471138.44879673,4955420.20114185
"01007400",468981.19341304,5161971.12605398
"16013800",699142.2515956,5331087.58554884
"01016600",441048.28394991,5148104.6777444
"16020300",689907.08991561,5323324.90134559
"51011700",264380.21027581,4869573.06137335
"04005400",382064.0051622,5280117.65051651
"58005400",521348.2386023,5099467.1128436
"16008200",706231.56308875,5317698.89029136
"03057000",271907.38982668,5222039.17897608
"29015600",354760.69286323,5250255.30627292
"61034100",325383.33764259,5036821.68139191
"82045300",507478.38655158,4971956.22968773
"61029700",327406.02786881,5059719.90622389
"38041200",626698.04631156,5266315.5419695
"44008800",296243.74892867,5226281.01326124
"19038100",475266.9569382,4952875.49019053
"16073800",653063.89984171,5320170.75622001
"04058200",330633.33608048,5350458.44370213
"68001900",254459.30801604,5422503.52653372
"70014700",465781.97456504,4955049.92573124
"08009600",349506.56843567,4902032.97833187
"31012400",480152.43957286,5247968.86713242
"60028300",260422.35271,5276762.6048813
"82034100",502477.12453162,4992631.07384148
"01004400",476708.38786955,5182141.31922203
"04001300",387576.8884917,5265601.27883372
"73037600",408598.65572624,5018263.27824157
"71020500",427234.16834591,5042317.92336491
"51000600",301139.5929084,4875133.19619119
"11077800",394693.6151197,5131721.30925747
"02035800",473104.88983905,5023619.30742789
"26039000",265728.38540532,5082449.71774897
"16088100",726436.59003635,5317901.96888566
"16062700",656670.67097566,5327750.32902389
"19006100",489769.72516572,4962480.35878143
"29022600",345693.63625326,5241510.20918583
"12001300",309717.95162641,4978855.30272627
"73046100",335815.80034006,5048815.17653217
"56072600",276786.51181271,5154763.59519372
"16010700",704791.03391024,5310627.51441794
"03051900",276923.98214406,5194889.64577006
"31111700",410551.03973735,5272419.81217517
"69038900",559779.91637365,5353876.54235622
"56133400",300198.12171382,5152456.45844157
"27095100",446281.08289423,4976137.96070182
"68013800",321626.09079872,5403806.58224622
"49014100",430355.65586718,5088639.08447214
"31013600",481868.71783919,5261896.87268563
"69120200",554262.18550611,5175007.15908207
"56088100",260704.76835459,5143785.15101671
"30022800",462679.82752505,5031085.01304273
"44035600",277188.23395265,5261772.30514756
"27058700",465273.10541426,4987173.33778535
"73054000",384378.41843054,5034667.66120628
"19004700",491923.6290578,4967697.94874343
"26017400",270433.82166648,5103535.01573218
"04026500",348012.35355445,5293865.15178315
"58007800",517914.75812415,5133780.37979698
"11039200",388092.53750317,5209991.71635299
"69111000",536714.58679198,5355492.4686872
"02011200",465175.13653717,5009951.57436161
"02031600",469808.10745594,5014361.07247668
"82005000",510074.91337413,4998393.38922314
"16021600",687166.97454766,5321280.1346164
"76022700",300689.92815401,5026498.37814055
"46004200",382107.36235243,4840112.93789192
"56065100",272858.4358135,5122674.25772322
"27060600",465184.72601534,4986932.45927312
"70007700",464900.4157187,4954209.55010682
"03082100",279244.89933793,5219590.2453738
"27030600",455120.32491021,5000998.59733665
"02033000",462592.28096341,5012826.1387172
"69024300",571055.99448227,5218195.55550988
"33001400",486051.05429141,5066831.28337306
"31002900",494122.50231804,5229318.79992982
"38087400",642518.56776427,5311371.20843953
"61034700",290225.24395218,5062358.54825867
"70017100",468723.52047694,4952359.82721264
"11074200",414505.18394018,5187738.15599924
"51013000",261466.19182528,4888840.48314934
"04047600",308136.35637828,5341026.35506312
"52002100",416180.75271732,4913845.67928526
"21049800",289868.02470133,5098972.29878812
"03052700",270699.16137313,5191155.72130352
"69055200",551005.45586199,5240606.85782192
"16013500",702075.43378214,5320150.28692485
"18035900",410301.99234652,5167788.16408412
"11075300",407176.83040411,5202311.20500252
"03115100",265319.18637231,5197292.16461313
"70027300",474541.85839386,4951322.7440244
"11009800",426793.53708117,5224743.63471374
"56051400",283754.89766691,5160486.69949196
"15011500",312064.9560423,5232347.47694908
"73009100",390773.11526249,5048184.3345949
"38011900",642292.14332638,5321933.00757604
"06017900",223707.04065624,5049778.09010491
"40005800",441461.50877602,4896814.54492166
"03100200",328740.58022456,5221579.29292263
"14017300",256390.69505096,5212242.93894169
"27063500",475256.81185329,4993753.37172974
"33012100",485350.30625842,5079625.41557633
"03083200",259786.46985313,5208829.27019423
"14008300",250074.44788138,5211353.1988826
"73055100",350583.47685583,5033273.03415419
"56167100",257416.57348378,5173660.94807114
"04043100",346389.79521093,5299110.3636804
"69128200",519032.70204829,5361958.21089659
"58022600",523794.09665414,5116850.54370753
"69040900",554346.59430101,5232962.43096467
"32005200",330319.32237464,4850257.50058615
"14027200",247941.4695792,5189346.76297645
"30013500",468363.81074598,5046735.17388624
"69084900",510526.2109057,5180843.81495345
"61024600",305669.24985065,5046725.97105958
"56094600",257141.85011483,5138086.47783408
"42009200",256791.58123184,4919295.18256728
"38015000",644043.03595694,5317280.18667331
"22001900",436144.14343631,4832615.74462779
"34054100",344715.72205705,5006235.1833852
"38020200",641908.21240063,5325448.54522809
"01022100",441046.85495676,5145452.52867206
"27061800",465263.3878153,4985192.90480239
"03018800",300463.1345847,5189695.15380189
"30022900",477524.31109082,5034663.69513774
"69071300",532677.0503595,5240162.75564945
"18027700",412407.10145151,5169226.33690951
"16029200",684282.8709451,5307375.82044426
"02048900",483828.51814356,5011625.50394562
"31020000",469668.43228209,5224352.52428345
"16025300",679502.22822445,5288979.18670101
"10023800",443559.55767179,4959718.18172917
"31054800",452781.76668112,5216481.89628602
"56030500",290414.99655827,5130324.52981845
"38029700",633369.58329668,5296030.80285923
"69078900",515178.38724708,5274350.88037138
"56044000",278174.58894133,5120423.1243854
"58001700",542559.65071421,5098260.21542902
"01001900",487612.88686984,5188544.58922964
"69064900",533891.68836261,5238780.9126028
"71009700",439850.76681415,5021349.65543564
"54004500",256939.89152121,5265484.85680751
"19010800",489091.1743939,4969172.98053587
"56155600",273518.46082443,5154466.57482027
"16085500",709222.54596956,5323458.55578457
"21043500",306898.64781567,5080922.76634346
"70011000",456826.29684682,4948489.80526251
"29023700",351214.20282202,5250811.53052018
"15011100",310626.24644048,5234193.09784717
"58015500",517944.145242,5115819.32199854
"38008000",641212.3625334,5300853.31318661
"44053500",302924.97228855,5250861.25677329
"82035100",507306.28802711,4988829.33093856
"10023500",441079.42165655,4944104.32800081
"16042000",667978.44924224,5322294.24728112
"03095500",271891.65751402,5183145.50839753
"32009600",315631.62034438,4835354.14027512
"03089900",271971.38727114,5201924.30630507
"87015400",277175.09477264,4966134.36825761
"31072800",444871.91193544,5215779.27559755
"82015700",507415.64936084,5014711.83132214
"46001100",389888.03687199,4820170.85004752
"60015500",286553.56739604,5283302.23105481
"02059200",487406.0726193,4997916.80546414
"47015900",363975.31217061,4977998.46092039
"31098200",438293.2649197,5282004.50990723
"60010900",298003.84329225,5279263.79693297
"31079500",436310.6089688,5276740.51777237
"69012200",575248.80915076,5206160.70598836
"18034800",407577.86123063,5162968.96769434
"16074400",648452.80732158,5318389.18930562
"04007800",374236.42839042,5272093.01893781
"60036500",282508.57415155,5279492.81883044
"31043600",460609.55626014,5260501.82359073
"16015400",694803.53125937,5306288.40483831
"54001500",258322.6765361,5263505.80277263
"60055600",290221.51528373,5275342.23312437
"27071800",466442.4538096,4976658.86388733
"19016900",489026.23544004,4959845.4330369
"01006500",468841.36623193,5118627.96201724
"38039000",632715.99790748,5327296.54598151
"11074600",409558.17318336,5184569.38646116
"13000200",518826.59252199,5022281.99458855
"38004200",640411.10113329,5284625.29035731
"03112900",293289.79599466,5221200.41515961
"11077300",432196.29316696,5197753.69347138
"16016900",688945.12171099,5315145.0349475
"65010800",324813.32276152,4946629.88735559
"27010000",463309.41175573,4988946.1320193
"58008600",513739.26645099,5066702.16210867
"02067300",466282.31625203,5009131.57919733
"29028300",339923.10781791,5215423.56177839
"02057300",487359.03681513,5010703.25155862
"29047300",349803.88694014,5219197.81549695
"29056700",371618.64772675,5230955.85954782
"31110000",395171.84757487,5283650.56141981
"02042700",476716.37846224,5012263.36728506
"38000900",646405.70947277,5330508.10116023
"18053700",406463.26417868,5137147.07469682
"38016800",640967.35120875,5333782.29086616
"01025700",482800.76915554,5189212.94766632
"27047600",456068.48096216,4984905.17319623
"16046700",666777.53079808,5296421.66430894
"21027000",287520.02869828,5078501.17730069
"04022200",347054.19876349,5266007.90632792
"56093100",264291.74789459,5172536.98702443
"60010300",292631.23391528,5281210.74056306
"41006500",237503.94370865,4934527.62886877
"77019000",339934.09655106,5088111.99845433
"86003800",438190.94611351,4990321.91597223
"82030800",514310.58078615,4987846.51146083
"19007100",487468.76062913,4958294.96764033
"61044700",315588.01684967,5036330.09464644
"82039700",501920.86001604,4983662.44127323
"26008700",277762.33969969,5102862.99546984
"15023500",325476.19637113,5283890.09463012
"86037100",413460.09895993,5013800.27333635
"04021400",351016.74091409,5256696.37801336
"27093600",444512.87502586,4979825.97050547
"11005200",426256.04731584,5187618.57839161
"61035000",287963.19562637,5067429.86279513
"49006600",389877.36795895,5120294.34563564
"34058200",333059.69800569,5029508.74840704
"82022300",507981.46298516,5004843.22117219
"06008200",244629.42926467,5043568.11539411
"07008200",417139.90505688,4868816.09130706
"58019900",505973.52059268,5120076.45468666
"33006900",467332.42309707,5102835.60946871
"18047800",429053.15173836,5123701.46930872
"69117700",494703.11552216,5375333.23550896
"02051800",492717.49118246,5015197.07542403
"86008100",434247.75294262,5011074.46819192
"69023500",565028.31566078,5203009.03046943
"73004500",398211.6604241,5021318.2030465
"26011600",267976.60265935,5089190.48017541
"15027100",308755.95983168,5237503.94992241
"29019400",350065.28020187,5222715.88776189
"86025700",409360.56455449,4987992.17826701
"15014500",313490.26535719,5277046.0360269
"56049100",277783.99303408,5153232.82169362
"40000800",455604.37346456,4903242.1297094
"71006100",446144.69879433,5023974.28169036
"03002400",332767.92865853,5207765.32755371
"37019300",237360.08701897,5005361.6506731
"69094800",563249.40039272,5225255.25906692
"69022900",565235.02166582,5207289.17374539
"61000400",327887.9302621,5031398.02559361
"49014900",387165.53099814,5102769.06279323
"18034500",410607.58480801,5163462.61140959
"11075100",405992.76821496,5189823.92240356
"16007500",706833.52435008,5321727.89149885
"62006500",487834.80411696,4992000.14575751
"06008000",242377.77804338,5036892.38204482
"18000700",436084.45294786,5116607.65772085
"16043100",674769.11451123,5318406.11577576
"56132500",324063.64976113,5151066.2820466
"03048400",269223.64119485,5184542.39165309
"77000100",372228.03083905,5076865.02143363
"27086000",454843.28939405,4979699.93175964
"03085700",286470.07894791,5213302.76579824
"18020500",422239.37509096,5173967.69588843
"56103700",252391.01599277,5162792.84582163
"86030600",435877.20092988,5003406.29607822
"03119400",296702.35942292,5217614.98953522
"06024900",224465.66889195,5048542.82788804
"18045600",429246.33368709,5117773.41766956
"76019000",270953.24807382,5011699.17812314
"70018600",463760.14514552,4948385.28617818
"68012400",268290.13179649,5425425.63899257
"73007700",392000.45951755,5050239.58401004
"82034800",505933.01943584,4990309.82704266
"03004400",334091.19769111,5216647.40675693
"49002700",404228.31648036,5085556.72389342
"04028300",346064.76872897,5303421.42738051
"36000900",418036.65602442,5317999.40456222
"56165200",280564.04269684,5176873.12939097
"80006200",351630.40871854,5181812.66253391
"69098800",568442.43376563,5258621.41705957
"56162200",268658.59133097,5165588.24387109
"82035300",502953.65970288,4988903.47151961
"16039400",670968.91613587,5315265.04152738
"26019700",265581.71010295,5076769.56044548
"16024700",684121.69711738,5326834.77651235
"34033700",327912.6484049,5029855.24971194
"81009000",440872.24488134,4890977.5248627
"79001700",585609.17070372,4895268.57856465
"31086100",414476.88337408,5267839.06134356
"43014100",398354.03878349,4957047.21441742
"81006400",448401.85100017,4864089.98284641
"73027000",344629.41606894,5068063.75684811
"38063300",612351.92453777,5315183.738962
"31019000",476047.0904601,5239334.25565832
"31080800",441747.52888719,5282085.1119518
"77015900",348331.65239665,5071779.24257431
"69014700",574153.72154515,5262260.08874981
"44021800",287353.36870624,5236492.51772899
"16074600",648257.08814877,5316492.86298263
"56107200",322943.17922615,5108911.04263738
"10020800",451690.3562225,4966998.55895656
"69025500",566422.06319644,5293196.51641118
"49020200",415265.08575734,5102266.76337543
"47012900",373862.55816224,4991239.66180284
"04051000",322142.38251946,5378978.4715259
"38021200",645512.67254,5338481.78823876
"11052900",384539.33110761,5211880.78911685
"31030400",469410.39305047,5277219.71385599
"56026300",290264.93088872,5114062.97565907
"18020700",426646.39205943,5181573.04342144
"03032000",288133.26636839,5209081.47805619
"04015700",363271.27650545,5277286.38699312
"38069400",603402.31633314,5287888.70218482
"56054000",283789.90977571,5174033.48918585
"47023500",380635.59493187,4993201.34304336
"61036300",309173.95617616,5061939.39679552
"19009700",494860.58107524,4969548.33287147
"02064600",476442.73201676,5000287.26832222
"31035700",460967.58553349,5223289.99410668
"71016600",416881.46332016,5037255.32186668
"11072100",437210.29696263,5189839.78843397
"82044200",504177.75519195,4974745.52639846
"02003600",495429.79038902,5027786.84556181
"15008300",320507.72209724,5281622.57338439
"03043900",284851.04651583,5208183.33626834
"11068600",373173.55918013,5173901.17261317
"01022800",438143.22901892,5133581.12069049
"03106400",301573.15740101,5215691.2813633
"31085600",421432.03111278,5257736.15719058
"19034100",503116.82223707,4943866.70595467
"49018300",420258.91999132,5108598.8603812
"16005300",706192.93181744,5316581.04077424
"71016800",417979.52155214,5036924.12519057
"34001300",357222.74791926,4988723.33612452
"72002300",415245.32573502,4948596.9286107
"11048700",382079.06423757,5239713.63885308
"38044300",620607.94306243,5293604.56976486
"56054300",281663.85853143,5172806.8843215
"78007200",208653.29159487,5057869.18703937
"02055800",497480.90739879,4998948.08479734
"02056700",491203.57228698,4997778.33519032
"18045300",434934.32917184,5116103.6195599
"76022300",296451.63502336,5028715.57788526
"02033200",465280.39992416,5012740.06885593
"02067100",464171.14981282,5009613.38247542
"06045000",247867.48370917,5016289.12780693
"18070600",412292.86342645,5181453.35433852
"06000800",254003.382335,5021734.40479247
"38037700",632860.43542261,5318175.95054983
"03116500",293774.88897152,5180946.59174267
"76017300",307376.01021072,5029081.24342124
"18034200",411992.71619582,5155158.76038149
"14015200",251556.52618353,5208357.56933655
"31119500",428022.24403716,5271331.38724251
"56100000",250554.21719724,5142501.38960929
"86004200",438255.34676743,4997585.06126959
"31018700",477997.90085584,5297649.19557723
"16034000",676196.25082035,5326840.43902311
"73052800",402345.18299253,5038699.3350689
"31046500",461255.47090443,5272918.05436327
"11084000",391133.23376428,5194087.52099994
"70025500",459479.91129423,4955580.54670675
"86011500",420928.72152647,4993325.26956812
"16046900",664539.68043098,5295246.83694363
"29006600",370338.72112339,5249708.68225791
"70027400",474364.25742216,4951179.43778783
"46004700",381448.02280109,4849240.92376384
"69076800",523277.66242721,5186560.23143018
"16076000",647404.56361739,5332745.60458282
"11079700",405401.84887303,5205777.42713777
"60022800",261436.25928401,5273456.45949084
"45015600",297679.36889179,5379672.3410426
"11001500",433316.77207166,5195297.96360067
"61051800",303798.91244912,5068450.49945493
"26029900",253839.25874923,5076283.34456205
"03106100",307906.27116555,5213842.37738179
"71000900",453477.94965863,5021748.13080526
"11088700",377356.50593659,5205264.29374467
"60073500",291521.56296697,5275560.71221121
"76020100",285179.82165924,5006682.43681627
"73049300",394899.34468799,5040008.3958769
"47006400",388070.22631538,4985119.47338589
"21037600",303063.78945661,5078943.40281479
"31060100",454978.90688755,5252321.34573452
"58018100",509135.14446694,5096057.85099604
"04005300",380646.31060206,5271545.8727896
"69032300",566596.56421405,5317545.91698827
"18028500",418188.14787512,5166955.61497786
"73013500",382534.12895271,5049037.77271851
"73056400",387954.6218829,5046122.0080564
"61012800",304091.22994973,5059804.25931443
"06016300",222957.88266757,5044724.27599388
"49028900",416255.41220267,5098255.39243891
"11031500",393554.01918515,5248025.0586335
"11043000",378854.38217225,5157304.2981442
"16010500",699276.46390849,5310779.27470784
"11078700",412137.88760123,5211890.82726288
"69102200",546939.47050768,5274716.44957731
"73039200",351314.2904339,5052297.71145157
"70029800",473763.87611383,4934408.16671965
"71009200",433428.98538572,5022935.68601126
"40006100",446799.40069517,4895018.33016108
"58016200",517286.87579376,5073382.09628762
"28001800",635160.30808223,4847932.85788498
"18060700",400330.87588105,5169404.91635289
"16044300",668543.98069104,5316605.92457871
"03005500",318565.05195041,5185849.58501663
"18045000",405795.57358181,5148530.88319624
"62018000",486256.45798863,4990557.95677046
"49011200",380051.38620929,5112635.10088925
"04025300",352754.91742205,5297217.39414634
"02036200",474520.19747928,5021985.4476212
"49018500",422633.51375015,5101425.0087492
"15044200",318867.21953091,5280171.21008937
"29046500",350019.83171983,5209242.53392891
"01034300",494488.45738948,5154566.41037395
"18042000",412390.78844662,5179809.60424384
"14008800",256090.34742772,5208126.65940527
"16036600",672557.43150084,5294175.45263773
"69112600",534411.03111818,5363213.35798649
"56070100",272174.01403532,5144336.03053657
"18061500",404653.38751991,5178717.50635584
"03029500",294765.33671651,5198896.54916279
"22001800",435703.88709317,4833104.09934817
"82010300",504419.84014076,4984839.98976838
"73043000",396727.09893986,5023747.46579609
"44032400",286973.39605131,5264119.20600619
"44004800",298167.98590621,5251768.54542513
"54004700",263386.86262836,5226924.51073136
"12008400",299822.60425563,4996964.46824817
"69048900",552575.48349777,5194143.54700039
"80004500",357885.5418393,5139237.37254183
"56052400",281560.2947558,5167830.04282638
"06002600",243243.62626799,5023379.8730453
"44018200",287430.05291327,5234613.34100843
"87002400",301988.87629779,4937570.57325581
"04057400",330685.20852119,5347864.05018203
"61003000",330665.79898204,5069351.48306771
"60074400",276030.80316766,5273360.03830552
"31095400",468293.26545311,5262271.33883522
"27092200",447786.30826737,4982609.82573687
"41007000",244293.57858083,4932301.13472845
"03044900",284831.85379517,5223268.14076016
"11000600",432943.66429472,5185791.6387551
"56115500",263572.89611002,5171629.55400328
"68003900",286505.12201814,5383948.83702996
"31119000",432687.23510403,5288127.13115086
"31077100",443551.12738698,5278872.87063222
"82006200",510972.64451303,5010330.13024298
"24007600",468253.19192642,4829932.65249873
"04043800",350007.14268927,5257102.93950246
"69063300",533969.64562459,5236375.24949451
"69034100",566368.69272255,5335035.11842831
"60070000",276492.11767,5288240.33835384
"31015600",478323.5596089,5282685.16261245
"52003500",397517.27190433,4903238.41013161
"75014800",269088.80067093,5068027.82243593
"45001400",274347.77077606,5344789.33485288
"11067100",373064.14954095,5171321.92123668
"44007100",288829.60728878,5231404.98135315
"56153400",291092.12582558,5157472.48031532
"14029500",247311.47289605,5209948.96588869
"31027600",475402.79797052,5268235.08423317
"60028600",261695.39728045,5275938.01841617
"09002000",529147.61470922,5153553.16321977
"33005200",485783.09804598,5078081.33590633
"66004300",466357.17962159,4900501.43254935
"06009200",234612.0834031,5023808.01977559
"82031200",511895.63261912,4984509.62628874
"29005300",372726.71985904,5214795.31394954
"38081400",589455.43250148,5333431.39095197
"75015800",273193.10973643,5064789.61174015
"73001200",415915.77517835,5030320.11071276
"15011600",311948.33039948,5230790.29679453
"16045300",666273.28610546,5294621.51348753
"11095200",425791.72111523,5216484.52206675
"73003800",400231.47919197,5024570.01387199
"18066100",417693.79276851,5119382.19403368
"73042200",412426.12605692,5034074.45843848
"04003900",377982.3132979,5258591.03888526
"72001100",427561.52688913,4926511.45589809
"07013500",399172.59017173,4897098.60729618
"03068500",274674.31187801,5205407.51317907
"29001100",366576.28403859,5201470.30564835
"43010300",385999.45046311,4978249.25582934
"45014400",282011.15732843,5376485.84730931
"45015300",293883.44452503,5379665.81288766
"03085800",281487.46604465,5211867.54812852
"03022100",298549.12417501,5223833.65822606
"41005800",236435.50919384,4921376.93531694
"82023100",506082.93604656,5003291.83249125
"86006300",437813.54365228,5001851.92140453
"77033900",371697.87863698,5109692.18111228
"29014900",354432.32911324,5209638.19236793
"70028200",474022.51610925,4950135.354746
"15030900",310513.61764659,5311671.08041994
"26039500",258048.5185606,5096216.33498619
"38033600",635717.87347753,5312708.5085398
"11002300",434644.13400502,5218886.72470887
"31098100",438881.02291902,5283314.31882041
"73049000",392551.35682616,5028633.62778802
"77029700",370634.15503931,5117606.88696827
"16061600",662055.30242065,5338733.11827882
"18024400",414853.02956533,5155101.46536479
"10019400",446896.16607427,4969054.14757588
"56068200",271430.37270944,5130912.42002826
"49004200",385182.98647482,5093468.48991071
"04017000",357946.96030301,5290964.66500116
"16079500",649196.45590068,5338875.38124088
"38032900",633036.44732278,5314900.0199096
"60071900",303479.24317994,5308283.96862491
"11086400",395115.11844983,5190071.61476311
"31060200",455456.22610776,5251045.53380263
"73050400",345890.07879762,5068661.31743431
"27100100",460976.66111929,4965457.33766518
"04001900",386862.64633231,5274923.57066275
"11019300",406576.68973869,5217780.06915186
"31047700",460965.33806359,5270817.99902247
"56104000",256763.337953,5161722.39527425
"11077500",393751.40648314,5135507.55671265
"03045300",285299.91472154,5221320.03028401
"29048700",352566.51782947,5230072.97717291
"47014100",372725.18725327,5009851.61796391
"72000900",428437.07615402,4929006.89921746
"11046400",377862.59883387,5213156.71708745
"15030800",308983.65991651,5311417.9577993
"40007800",444786.27904635,4922137.39662277
"16012100",702080.62273255,5322792.03638518
"56012000",310464.75811499,5147901.8878986
"29035300",367471.44548137,5203736.57818323
"69039400",561490.77330345,5204043.79517291
"69056900",548147.79656017,5261053.66859624
"69106900",553170.4533278,5339263.12297156
"44017900",288392.52469953,5254375.63330315
"38039900",627757.19622632,5323236.58666943
"29011300",356388.16076526,5208248.43749071
"69080200",521116.74691275,5313857.84118292
"69047300",557877.56329654,5350628.89013032
"15009100",322969.76835741,5299708.51589874
"19033600",518283.45271048,4951968.30447402
"05004700",406054.78891675,5073020.75292235
"27078700",464221.00049162,4971620.4640228
"26000300",279683.17056705,5079803.98235597
"73044500",367304.61220375,5063783.66681829
"16000800",740446.72755249,5320059.10169403
"36000800",468574.84132098,5359667.91145848
"31020500",466894.37556255,5220026.03415002
"04041700",345799.72909109,5280844.83242351
"56031100",292047.00737465,5147236.53715992
"19028500",492540.44991942,4961516.32274943
"73054600",370112.9640734,5035470.94743559
"38080800",593847.51315235,5338124.78400461
"56129400",323791.33989168,5130006.04621408
"75005600",282424.13598136,5062579.08536639
"11069000",375008.19203369,5182392.52239
"16034200",680263.88036159,5326791.93936512
"58017900",503329.73894551,5092234.69762672
"68012000",263088.39907,5425958.07200488
"78006100",213766.29728134,5055324.73303408
"56118800",261447.93635331,5131876.44379998
"11059400",375593.68641175,5162625.95176808
"13005800",506797.87452167,5025363.71487279
"31099200",418185.87226832,5291000.95167231
"56064200",273506.49663142,5124357.3389469
"56094900",257599.75251762,5153409.43380758
"41012300",240922.67357704,4924587.38547788
"69002400",585723.74959387,5235444.03595352
"27019400",446919.18579317,4996149.60756183
"03071000",323638.72894373,5223500.6617867
"27075600",464638.16805687,4977951.95531952
"06006100",237155.06166928,5024900.76566727
"18010500",424301.59494922,5135852.65348462
"56156700",271159.27326117,5154896.66939631
"69077000",516015.14421039,5179781.52417349
"16047400",666523.85546046,5292228.36692141
"86044600",428139.24263529,4987438.58801397
"04057100",340611.15977963,5295951.89282975
"69036700",569143.52845366,5344540.39240524
"45016400",303899.88181302,5376005.23331226
"11017400",406488.87536653,5204085.35504788
"16028000",684727.06296526,5310901.30626805
"16027500",679890.38910703,5310583.96463611
"31082000",423873.01106986,5254519.05695457
"04051600",350706.23246819,5358562.34650368
"06037000",229494.88738849,5035348.40781912
"14009900",242840.30194473,5195410.21619292
"69108100",545044.31717972,5342973.05619251
"77005400",366182.80269914,5116008.38845002
"38047300",621342.67802938,5312237.56825022
"34007700",352281.97374032,5008315.54863667
"53005200",276632.53781229,4855812.74670953
"31081000",435456.55274202,5283293.40694135
"61040500",299491.22047023,5057491.50359439
"09002600",529521.44649894,5164472.15313531
"03022600",298555.52198687,5222086.63227108
"51009800",260361.45826136,4890093.74107042
"73000600",412928.83043577,5026934.08047002
"24000400",493247.37441763,4853659.93073065
"03031900",287959.00476426,5208260.94236638
"31089800",413009.91016318,5298174.14313188
"78000500",229161.08753174,5055394.43545357
"58017600",525254.766916,5088220.12577429
"49014000",372897.40558388,5074700.97366778
"13006100",500747.83694594,5027833.9837475
"31111600",431759.44604343,5296997.82211003
"87013900",264298.25119267,4952948.15127441
"56012700",307239.70633343,5161426.2358296
"58008400",514187.56561443,5067613.94983168
"31095500",470885.00729972,5260652.98262525
"14009500",243179.10217548,5187161.97404986
"69127400",518102.72641598,5279312.7985086
"02054900",494491.54773168,5000321.42097456
"03116200",280774.1637356,5186987.99628597
"29053200",342425.15154627,5224625.22730226
"70014900",464522.03970171,4954833.99921746
"82024300",505054.59045447,5002680.01674172
"69034000",568431.36966607,5334800.16511058
"69022700",567102.51582729,5207412.31760692
"77020100",341453.5925723,5090861.58353711
"13015100",500930.84116826,5038913.85424691
"30000200",498004.96251555,5029306.28022711
"16006000",711095.57109988,5326559.21993783
"56077900",267453.66997254,5128458.69300436
"30019100",471340.28408386,5054272.35205537
"47031100",392405.61641019,5012307.9783017
"47002400",393230.87064615,4998257.40025873
"11095500",406288.42448411,5209945.86300364
