lake_id,center_utm_x,center_utm_y
"34018001",340469.09311169,5000746.7688427
"10004402",446146.91970906,4968155.72765188
"02007502",480491.57536748,4991486.63146856
"27014002",453934.52508886,4978436.50961512
"43008402",390201.6915995,4962032.37606276
"27004203",473424.58793455,4987091.28601488
"38018802",639681.01892263,5327500.81683256
"31052402",458133.44210169,5284003.78120012
"27013303",458156.15464561,4974817.44285819
"40009204",436758.39449576,4902928.87837131
"79000599",565438.00359311,4921125.09549454
"28000599",639886.38428279,4841690.30434169
"34002202",358106.83742589,4991648.51057245
"79000103",585932.6833506,4899136.69071169
"38018801",639465.06009477,5327122.49256966
"21025701",295771.30394636,5079303.34359337
"11006102",427973.70548846,5201592.14935888
"69037801",550143.25758361,5301950.7205031
"18030801",411273.00678576,5162546.58817004
"19000504",499583.16158399,4958862.29342566
"34018002",339265.21799725,4999464.45247197
"79000102",586533.36328486,4900251.23912059
"56050401",282020.10027053,5165584.39478305
"43008502",388103.75007485,4969498.17014304
"53002403",293635.90778321,4828746.21814064
"43008401",390445.83788424,4959829.58193363
"82009502",504832.32251111,4973954.80442144
"18066000",408359.7697089,5135178.36034729
"27104501",471802.09447812,4966340.76707725
"69089301",499314.4870945,5227978.66327631
"11006101",428518.58664423,5201829.16407476
"86005301",433404.31056561,5006682.60125786
"81001401",461197.19594581,4881657.34195807
"47013401",380020.58199651,4994920.2016919
"27043902",457609.62299272,4994555.76336893
"02019000",479809.7873327,5027961.36414144
"69070500",526847.82804035,5202105.2642507
"56119700",256412.12022426,5129028.04803455
"30009400",477023.96756057,5046100.39276186
"49015000",385517.02101984,5101647.30228012
"14031600",252757.99782179,5187925.75101388
"77006000",369821.15995291,5113027.76167471
"28000108",641654.04681606,4825198.45609584
"69028503",568132.80194437,5296065.83131988
"32009400",310773.4904444,4851291.27012739
"77029600",370219.71468635,5117050.86909307
"77004500",366371.73307445,5106524.76981274
"62007501",489286.06514568,4988916.65871627
"40009202",434161.25551026,4902631.99937743
"26014203",268613.04178511,5097801.6582891
"27013307",448944.97504356,4975763.36324404
"04003502",348999.60614688,5313873.19285901
"27011102",466963.5490081,4990361.28836632
"34015804",347699.53203496,5017925.67700568
"19000502",498491.22957121,4961431.32592883
"26014204",269118.39035502,5096956.23494464
"86007302",430894.51304281,5012879.5653662
"04013002",360618.90059123,5263060.87766832
"26014201",269248.97991925,5098383.74879801
"56038601",288001.76753328,5162328.86170655
"62001001",494943.83512782,4984361.77710974
"29010101",361409.10059212,5209816.7403658
"19000503",500387.09797663,4960185.06370717
"25001707",512419.51598114,4955556.84243312
"01007102",472881.54857249,5165370.55974746
"85001304",600102.12240638,4886643.73448213
"27011603",463401.17879793,4994797.05718932
"24001803",469480.17022052,4835785.88565671
"32001803",335524.97254863,4856750.70223632
"78004300",211555.92356266,5058122.45780345
"27013311",452268.26871511,4978647.86396869
"73020001",369941.50621803,5021598.14799021
"70025400",456759.86268321,4956463.1680326
"69037802",532462.7641548,5308418.01792701
"04013201",364530.04945039,5266386.41497163
"34015001",351035.45926064,5018048.0267086
"56038604",289316.16157469,5163754.97741831
"40009203",438242.9211662,4901100.60535752
"31052401",457716.30178656,5285664.05025689
"18033300",404588.7142218,5149649.15868791
"27013315",448414.06832441,4977964.65953002
"56038602",286349.26844744,5162508.44025398
"56030203",287981.55782789,5134049.63342357
"69084100",506958.8008093,5323213.46879928
"85001301",604318.56530736,4882805.15971371
"24001802",468334.10160992,4834774.07397829
"77008401",364556.73791271,5072178.9175193
"27061701",464559.47698588,4984927.47254263
"58012203",504954.85966603,5096386.48994203
"85001302",600162.44761778,4884596.3100415
"19002603",476065.39533652,4947041.82677326
"19002602",477457.76195594,4946368.86368136
"31038401",462117.88881332,5237389.6074715
"06012700",227587.87544204,5041733.4090082
"21010601",311473.78938371,5083463.33845312
"56017101",298855.60894689,5126271.72828367
"43011001",384314.28906227,4977547.87074441
"69089302",499527.80708157,5227601.97781296
"34005101",357732.82086853,5002855.31289664
"60003502",301330.31249401,5276177.05792063
"01020901",439168.41496676,5150158.06485794
"18022702",421017.34984379,5170304.12737926
"27068702",461551.21659028,4980915.04316998
"19020301",484539.1743356,4957272.25334117
"62004901",485732.91800817,4986247.57040666
"14004403",251043.17263026,5187913.15536888
"31053202",461231.34456098,5222257.88127293
"60003501",300626.51493259,5276890.5664892
"16080501",649120.6351863,5287648.75723295
"86022001",418212.30122434,5001382.3686467
"38019402",641530.16586771,5327736.733116
"74000401",493470.8976878,4864051.00973675
"11046501",377566.21692819,5213405.73707739
"56053201",281680.824131,5174219.23448007
"69016301",577780.95184967,5300543.17868764
"77015100",351456.32663193,5077480.71702357
"82011602",504846.89586079,4978755.42224766
"27091601",450646.15007895,4982552.50376298
"82034300",503303.58901896,4991292.34787273
"69056802",549317.6050809,5260002.47617057
"34047603",332321.79079018,5023432.45203801
"14004402",251243.37991163,5188446.81044187
"82001502",512746.0728026,4995526.61870664
"18044007",422796.64235806,5148735.38273064
"82011601",504827.03727163,4979047.91947169
"69037201",560894.26519382,5206977.52378441
"85003302",604447.93576529,4880767.62235084
"11012002",413884.08686374,5201686.78435567
"64013903",295154.47257908,4924457.61723141
"82009001",506545.78940886,4975575.9475323
"58012201",504783.02927461,5096244.6254563
"39000201",356993.1952191,5435404.30974348
"72005001",404072.85927664,4946552.46695968
"43004801",392773.90109221,4949072.83626223
"03037401",283090.14048675,5179657.85547191
"18044001",424579.94036574,5148845.19896244
"27055902",470329.60482365,4996423.2680399
"61010102",309774.69163065,5043982.35254569
"86013902",424418.03940389,5018936.05375159
"51007803",269189.24631823,4885862.02720177
"46001402",380565.86827593,4823029.4690698
"19002801",478009.38802415,4953802.15188687
"70007402",464773.02495503,4958819.63103592
"86013102",427379.08625795,5002256.62541845
"71020003",431292.09587235,5038450.93938564
"70025901",470603.42289498,4955034.49361039
"18032002",407324.39543429,5137472.82682976
"18029601",419753.11616379,5178393.4619734
"56165301",277279.53635169,5177198.52061882
"03039401",285120.05087741,5192784.59409402
"21032201",294534.64574809,5081171.63164701
"31002602",486942.52811893,5232243.23769021
"51008902",262368.35581869,4895343.08782537
"38079000",590686.36918001,5315145.04165543
"56038102",287395.40483786,5147013.12575854
"56037802",285215.92624919,5137334.57437977
"27008902",465831.27303472,4972855.90238335
"31006703",484059.78895192,5236509.25927637
"03075402",265578.58224628,5181559.97024354
"18044003",423707.95014817,5148639.32651196
"11017101",408625.66958313,5196331.18784704
"27011602",462243.14770864,4995693.60310759
"69085901",506578.62533269,5271416.19222018
"80002702",346676.43288571,5179298.40609365
"11000901",433500.15588503,5201676.5531901
"72004601",406331.33190585,4942480.44640666
"69093801",495460.04051604,5263687.40172683
"49003602",393761.1025811,5130215.83445366
"85003304",605635.57423691,4880143.73889945
"86013101",427130.96521798,5002682.383825
"13006301",499709.18373581,5044377.23984767
"27017902",444417.06760253,4976847.80553384
"06009001",236233.51342454,5031444.2804572
"21027403",292401.68791915,5077274.5016075
"34036102",323300.98895284,5023792.84081804
"69037202",567087.47847772,5208784.71567328
"56056901",277692.76194529,5132875.29847599
"31085703",416037.99826275,5261870.6045726
"02011401",467122.77840161,5010089.49983592
"15002801",330293.86985861,5279384.50604373
"26037702",275168.80568015,5074652.9480301
"69093902",495425.41064013,5279273.45871395
"60002703",303438.9107591,5277607.58967974
"51007801",269104.95550402,4886130.84440143
"82005202",513220.8449596,5007859.84810608
"21015601",299159.54466997,5077213.85340161
"71020002",431323.93049269,5038758.61366085
"18029602",419235.80890174,5179058.86774839
"14004401",251071.77746112,5188364.7598217
"17002101",330695.53804649,4862437.66791575
"31085702",420698.14028901,5262400.5546708
"56033601",295190.27743857,5165261.46690712
"37013401",246115.78596351,4993644.52702273
"27018402",443427.23829251,4975622.46054693
"29016002",349354.64233648,5191472.27030797
"10020002",447134.8700711,4965890.10371339
"34036101",323409.0796209,5023818.5262404
"31053201",455006.69708302,5226695.39883903
"21044201",307694.70531336,5090852.2822616
"51010801",284470.74256729,4887236.6156085
"71020001",431453.27907917,5039132.93587117
"02034803",475216.30928108,5023679.37296673
"09009700",507359.50947456,5177343.95439542
"34016905",338844.84192363,4990127.11237879
"82013401",502393.08800276,4988824.0984214
"69028502",566054.75044959,5296175.04972022
"15013102",309071.77582806,5248804.98901239
"82001501",512375.11848603,4994663.15557453
"26030801",279638.87443369,5097756.90967865
"56165302",276944.59575813,5177208.02969546
"31038403",459591.65768979,5241436.64595778
"38002402",644189.68642891,5274780.32037869
"02043301",477183.89546509,5012037.47434871
"18012602",423131.37314381,5149608.91028723
"69041202",557433.39624269,5228572.91016609
"62002002",494594.00794868,4992878.66337642
"56033602",294610.87780821,5164959.72316757
"61010101",309083.922705,5044198.56901269
"27074301",461695.30244171,4979298.66705924
"11023201",394148.28743265,5186659.29523724
"86007301",431465.36102926,5012565.69883048
"18044002",423337.3893158,5148682.16818147
"31026602",472442.80626136,5269540.61161082
"14004405",251235.85790992,5188716.70671108
"70007401",464627.08920032,4958128.59556781
"27010101",462653.90585483,4987144.10857758
"37013402",245979.90070994,4993516.64023484
"02043303",477519.37211112,5011612.19557261
"24008003",456890.48952889,4836082.96605292
"05000403",416867.33562223,5047011.51704151
"77012202",358047.2629481,5104909.63326522
"27012001",459122.27577826,4993830.68019335
"40011401",436294.31618825,4919967.49111401
"41002101",253264.01304671,4916760.42132341
"51010802",284565.79102534,4886938.09112345
"26014702",269154.56128509,5094813.76161672
"82031102",513512.86077679,4983964.32967436
"27018401",442596.70004974,4976582.9567096
"27065501",477464.93128455,4979683.47173644
"13005902",502519.18670964,5027701.38309488
"14004404",251309.01921835,5187750.95351831
"18022701",419990.15973971,5169167.97979266
"86013403",426601.82132297,5010322.71745597
"29015102",354449.5324685,5215522.47297725
"31002601",487930.01926037,5231827.01390095
"29015104",352829.84142272,5214961.09095394
"82002602",509922.04597698,5003217.00998971
"15021301",322317.0965774,5228134.40388533
"70018102",466330.23428,4950997.43718797
"27068701",461672.62821982,4980858.52516718
"29015103",354812.65212386,5214194.64994883
"77015002",349994.24149101,5072947.56398446
"06000101",251308.63226272,5010257.97492097
"62002001",494708.21879194,4993276.23054323
"85003305",604147.80326596,4881391.79568343
"56038101",288705.90709372,5147096.76156246
"27002801",473069.11267507,4970233.03631735
"03038702",282141.98553084,5194440.18067038
"09006001",509411.89373561,5170205.82632437
"86007303",430496.05988776,5012951.77543977
"26004301",279590.40884776,5082559.55130608
"56095001",255982.32493843,5165628.87093526
"51008901",262014.70958623,4895906.13937436
"04006802",375460.70108889,5280192.38778246
"73011000",383484.33745588,5040506.01734403
"11020102",402381.36337053,5200136.48133359
"26014701",269180.13526148,5095629.754724
"41004001",248289.20457017,4929459.62368072
"01020903",436760.63443936,5148548.00782103
"64013902",294823.18588029,4924540.55937008
"75006400",282284.4884338,5068368.8523338
"38002401",644848.76703041,5274116.54857804
"34033601",324537.8102291,5021434.19932671
"38005701",639987.60541696,5278354.18210822
"11000902",435529.84886729,5202102.42893116
"04006801",375039.65309377,5280949.55630494
"03024101",296261.21393541,5197837.44503281
"19020302",484484.8487801,4957386.0971091
"24007505",492970.51699147,4840628.46275972
"06009002",235269.16605275,5032706.82541851
"73044202",363920.97498176,5065081.69425179
"03039402",285580.31443612,5191986.20191664
"86022002",418403.23389672,5002209.48846234
"64010802",303332.89885276,4921943.20128662
"70025902",470646.71763867,4954746.08042451
"56017102",298248.36665979,5126934.08637921
"17002102",331403.30052279,4861644.05259949
"82009501",504973.07694044,4973815.49307148
"87006002",280574.81321949,4949642.43462603
"73057700",336987.94830703,5054934.41207066
"29015105",353283.53336324,5213638.55691229
"62009301",494142.02925275,4995127.75565822
"87006001",280009.13738571,4950334.56413142
"30005501",483990.37101013,5046121.19994122
"64010801",302733.62299024,4921458.91660465
"34047601",332425.14024601,5023669.7602972
"60002702",302154.98610692,5277626.84302475
"02011402",467535.4024475,5008930.43160118
"62002603",494223.51244078,4992701.44118714
"70032202",471291.73861873,4958735.19005247
"02051102",490079.45246801,5015379.41728588
"21027401",291732.50207446,5077180.06185943
"73025101",358773.3065386,5059844.51945443
"77012201",358160.33708143,5105320.57686859
"69007501",581327.91462128,5322165.26912002
"34005102",358786.26831787,5003474.57713645
"21027404",292237.2404106,5077108.44984671
"03098601",328419.75709443,5198608.91188151
"21015602",299909.38013874,5076122.67901357
"27065502",477582.26173052,4979550.46657063
"10020001",447333.7999506,4966192.13127571
"18016702",437411.41734078,5167530.66871411
"56053202",280559.39689238,5173687.84389176
"02051103",490024.63561258,5015165.1045672
"86050401",429060.55858896,5019164.45392802
"56020301",303203.84749962,5141639.80359337
"18014802",399991.35927831,5117394.0782813
"11014204",408888.6492149,5206496.1530484
"34047602",332825.69223195,5023440.54459853
"27055901",470440.14231095,4996412.72470338
"03058000",267460.52595258,5192801.34427706
"82031101",513542.08026646,4984204.43723443
"11020101",403812.7958762,5203560.04278268
"56014002",305618.21056094,5142839.6147609
"24008001",456490.26051089,4835872.65227789
"18070900",402649.96197545,5181999.51164453
"74000402",494311.59756446,4863863.08804658
"02043302",477383.31068761,5011834.59556043
"82002601",510457.7752737,5003950.85111596
"29016902",351712.36959868,5199067.65806551
"82005205",510863.77684261,5005275.08628422
"69085701",509519.71029577,5259785.93803447
"16063202",656826.31842629,5336527.94208056
"86050402",428724.13549393,5018953.27690779
"27010102",462408.21645778,4986825.88249658
"85001102",607667.92458654,4877404.45989891
"30010702",460707.77212013,5035548.23950987
"11017102",406338.02517983,5195132.85734857
"15002802",328886.51650937,5278708.95882909
"34016901",347011.54183631,4992632.89089082
"02051101",490539.45771125,5015344.82608129
"69041201",558791.32238945,5229934.67894168
"72004602",406012.11525063,4942746.99898221
"21032202",294740.72730023,5081125.31911047
"62013100",497684.94537858,4987685.19009922
"69002702",587517.89510186,5230349.75573585
"26030802",279461.204153,5097343.23026127
"31065701",452519.6640349,5274609.92484729
"19036100",478329.95623147,4951379.64163314
"62004902",485690.29582755,4985903.31951934
"27091602",450952.78761156,4982172.71660175
"43004802",393466.21225581,4946978.99460517
"11004302",425936.1452347,5183228.22225332
"82005203",511918.85350825,5007907.24256785
"71012002",422907.55877017,5033699.01101782
"69093903",494565.93589929,5278956.31025773
"69025402",568281.68318331,5294081.80434285
"60020100",271187.36171332,5278520.91193734
"18029603",420482.41539683,5179032.95844129
"86048802",411225.8256455,5013098.03647218
"75000701",282427.40036368,5042348.84017083
"38019401",640831.99573489,5327645.83440868
"04044501",361215.39559221,5256063.19257382
"80002701",345500.43070196,5178714.75912658
"86048801",411338.17941835,5013317.71470746
"69007502",581038.38814246,5320982.1806655
"31065702",452175.45473228,5273386.24248021
"11030801",391144.85915566,5189840.84766731
"62002502",494982.58010767,4991943.60502549
"09006002",509408.3996052,5168152.60711878
"69093802",495147.24781716,5263234.58020346
"38041100",623638.79941838,5254238.79744347
"46002801",389075.3945192,4831983.33346055
"56025502",295081.57561951,5115669.11475314
"32001602",337687.14706644,4851927.05062267
"70001102",474549.03824952,4948878.618904
"82013402",502540.93890495,4988626.5768676
"18012601",424053.51224354,5150490.76421848
"43011002",385566.04886568,4977236.94710356
"61051301",296280.07943515,5053682.16240033
"41004002",248350.75206277,4928982.39230999
"02034801",475495.40508991,5024354.7949125
"30005502",483527.03343513,5045810.14547579
"62002601",494390.29187277,4992985.93704242
"21027402",292796.76050997,5077569.90865663
"05000402",417098.84231909,5047242.84550357
"85003301",603660.63328071,4881940.09081827
"11004301",428422.88982626,5187415.35053164
"06022002",246102.18267455,5038453.65680752
"05000404",416702.14587902,5046877.81052178
"26004302",279243.97216169,5082491.21499359
"02034802",475264.22318494,5023957.00218759
"62002501",495079.13665082,4991688.71771828
"82005204",511034.19888278,5007352.94669018
"15021302",322091.85706732,5227843.93636438
"56050402",282286.91237318,5165580.54762172
"11014202",411163.95127999,5208751.35183453
"18044006",422723.48992711,5148328.35888865
"19002802",478080.69075069,4953554.90715553
"58012202",504747.27857524,5096396.96490236
"85001101",609202.27848447,4876905.94855158
"31057202",452556.2011317,5230008.18384042
"18014801",399704.13350382,5117489.07276801
"82011301",506943.45056971,4978997.6791987
"69085702",509559.5696177,5259156.95187561
"72005002",405492.58969306,4944116.60938478
"69056801",549800.02715377,5261634.99640633
"56020302",302974.7682772,5141467.78270556
"27008901",465893.57548272,4973204.74545253
"38018803",640403.02684754,5328087.51179405
"11023500",394875.91195778,5192545.75573034
"56095002",257925.56394186,5164848.41158761
"51007802",269371.0033114,4886011.24740279
"82005201",511236.71083456,5009812.4543123
"77011100",359166.99501759,5083634.69437545
"04013202",365580.99096987,5265931.47645464
"56019102",300350.81202253,5127500.45266294
"77012600",356533.56432316,5099886.4659079
"16080502",650428.37274228,5289391.17176577
"18030802",409904.62155498,5158734.95655276
"56151300",274934.01324081,5141030.09231762
"27011601",463292.51189337,4995802.95293922
"73025102",357996.76990678,5060413.79375004
"31085701",418412.15607946,5261779.55092472
"82011302",507368.45553513,4978730.14228265
"15005002",332963.59174399,5294395.34166094
"69016302",576737.00949819,5300355.37288274
"13003202",512921.90847567,5030383.29100562
"03098602",328519.95107271,5198733.65660376
"03038701",282550.25772151,5195951.38747494
"29011701",359133.79244597,5206494.60650392
"13004102",507732.18980318,5020706.88637812
"62009802",499942.99181467,4993757.05136871
"71012001",423265.70472641,5034696.46638992
"27012002",459008.65243133,4993299.69414278
"06022001",245940.3551488,5038924.99744069
"11030802",392715.20005676,5190588.098618
"18025102",414036.45155462,5159711.53725676
"69085902",506930.19267741,5272205.88154074
"18044005",423187.60363099,5148420.73000555
"70001101",474769.78345589,4949457.84888623
"10015100",434229.62607369,4978774.06745124
"21010602",310068.62354175,5081662.82807558
"15013101",308705.90068098,5249263.66352081
"69028501",567245.65719559,5297654.31194777
"29011702",359880.46378131,5206339.54879499
"11012001",414341.46609794,5205005.56805561
"11047701",375737.33137414,5204544.81244033
"04044502",361794.52036793,5255246.76856497
"77012203",357791.50208118,5104647.47553114
"77015001",347720.6140642,5068435.36848234
"31057201",453135.50398856,5229671.64167786
"16063201",656285.22687967,5336762.34981667
"64013901",294626.81199069,4924520.05011179
"18044004",423899.61421548,5148923.04993657
