,Name,ID,Nearest Town,County,,
135,Stocking,4008600,Andrusia,Beltrami,,
54,Gallagher (Rhoda),4009200,Turtle River,Beltrami,,
22,Buck,4009700,Turtle River,Beltrami,,
146,Unnamed,4009900,Lavinia (Beltrami),Beltrami,,
76,Little Bass,4011000,Lavinia (Beltrami),Beltrami,,
145,Turtle River,4011100,Turtle River,Beltrami,,
125,School,4011400,Turtle River,Beltrami,,
110,Pool,4011500,Turtle River,Beltrami,,
62,Gull,4012000,Tenstrike,Beltrami,,
118,Rice,4012100,Nebish,Beltrami,,
93,Medicine,4012200,Tenstrike,Beltrami,,
33,Cranberry,4012300,Nebish,Beltrami,,
122,Sandy,4012400,Tenstrike,Beltrami,,
87,Loon,4012500,Hines,Beltrami,,
8,Bemidji,4013000,,Beltrami,,
138,Stump,4013001,Bemidji,Beltrami,,
9,Bemidji (main lake),4013002,Lavinia (Beltrami),Beltrami,,
12,Big Bass,4013200,,Beltrami,,
14,Big Bass (west basin),4013201,Lavinia (Beltrami),Beltrami,,
13,Big Bass (east basin),4013202,Lavinia (Beltrami),Beltrami,,
78,Little Gnat,4013300,Turtle River,Beltrami,,
143,Three Island,4013400,Turtle River,Beltrami,,
7,Beltrami,4013500,Bemidji,Beltrami,,
63,Hagali,4013600,Nebish,Beltrami,,
165,White Fish,4013700,Nebish,Beltrami,,
68,Jackson,4013800,Nebish,Beltrami,,
5,Bass,4013900,Puposky,Beltrami,,
66,Irving,4014000,Bemidji,Beltrami,,
28,Carr,4014100,Bemidji,Beltrami,,
91,Marquette,4014200,Bemidji,Beltrami,,
147,Unnamed,4014400,Bemidji,Beltrami,,
100,Movil,4015200,Bemidji,Beltrami,,
75,Lindgren,4015300,Puposky,Beltrami,,
74,Larson,4015400,Puposky,Beltrami,,
83,Little Turtle,4015500,Puposky,Beltrami,,
16,Black,4015700,Turtle River,Beltrami,,
144,Turtle,4015900,Bemidji,Beltrami,,
38,Des Moines,4016100,Werner,Beltrami,,
51,Fox,4016200,Werner,Beltrami,,
34,Crane,4016500,Puposky,Beltrami,,
70,Julia,4016600,Puposky,Beltrami,,
35,Dark,4016700,Nebish,Beltrami,,
130,Silver,4017200,Nebish,Beltrami,,
119,Rice,4017400,Puposky,Beltrami,,
55,George,4017500,Puposky,Beltrami,,
137,Strand,4017800,Puposky,Beltrami,,
163,Upper Lindgren,4017900,Puposky,Beltrami,,
72,Kinney,4018100,Redby,Beltrami,,
59,Green,4019300,Redby,Beltrami,,
131,Smith,4019400,Redby,Beltrami,,
27,Campbell,4019600,Puposky,Beltrami,,
80,Little Puposky,4019700,Puposky,Beltrami,,
113,Puposky,4019800,Puposky,Beltrami,,
148,Unnamed,4020000,Redby,Beltrami,,
149,Unnamed,4020500,Bemidji,Beltrami,,
150,Unnamed,4020600,Bemidji,Beltrami,,
151,Unnamed,4020700,Bemidji,Beltrami,,
19,Bootleg,4021100,Wilton (Beltrami),Beltrami,,
134,Steinbrook,4021200,Wilton (Beltrami),Beltrami,,
94,Miller,4021300,Wilton (Beltrami),Beltrami,,
136,Stone,4021400,Wilton (Beltrami),Beltrami,,
48,Fern,4021500,Bemidji,Beltrami,,
58,Grass,4021600,Wilton (Beltrami),Beltrami,,
57,Grant,4021700,Wilton (Beltrami),Beltrami,,
85,Long,4022700,Werner,Beltrami,,
44,Erick,4022900,Aure,Beltrami,,
36,Deer,4023000,Bemidji,Beltrami,,
170,Wolf,4023400,Pinewood,Beltrami,,
107,Peterson,4023500,Werner,Beltrami,,
109,Pony,4023700,Scribner,Beltrami,,
18,Bog,4024300,Island Lake,Beltrami,,
20,Boston,4024400,Puposky,Beltrami,,
120,Rice,4025000,Island Lake,Beltrami,,
52,Fox,4025100,Red Lake,Beltrami,,
152,Unnamed,4025200,Island Lake,Beltrami,,
153,Unnamed,4025300,Island Lake,Beltrami,,
39,Dickens,4025600,Island Lake,Beltrami,,
67,Island,4026500,Island Lake,Beltrami,,
142,Ten Mile,4026700,Island Lake,Beltrami,,
128,Shemahgun,4026900,Redby,Beltrami,,
43,Emerald,4027000,Redby,Beltrami,,
65,Heart,4027100,Redby,Beltrami,,
60,Green,4027700,Red Lake,Beltrami,,
95,Mina,4028200,Island Lake,Beltrami,,
25,Burt,4028400,Red Lake,Beltrami,,
90,Manomin,4028600,Wilton (Beltrami),Beltrami,,
86,Long,4029500,Pinewood,Beltrami,,
26,Buzzle,4029700,Pinewood,Beltrami,,
77,Little Buzzle,4029800,Pinewood,Beltrami,,
53,Funkley,4029900,Pinewood,Beltrami,,
166,Whitefish,4030000,Pinewood,Beltrami,,
133,Spring,4030300,Pinewood,Beltrami,,
102,Myrtle,4030400,Debs,Beltrami,,
123,Sandy,4030700,Debs,Beltrami,,
106,Perch,4030800,Aure,Beltrami,,
167,Whitefish,4030900,Aure,Beltrami,,
124,Sandy,4031200,Red Lake,Beltrami,,
71,Kesagiagan,4031500,Island Lake,Beltrami,,
127,Shell,4031800,Island Lake,Beltrami,,
0,Alaska,4031900,Island Lake,Beltrami,,
41,Dunbar,4032000,Debs,Beltrami,,
140,Sylvia,4032200,Debs,Beltrami,,
98,Moose,4032600,Debs,Beltrami,,
3,Balm,4032900,Solway,Beltrami,,
37,Dellwater,4033100,Bemidji,Beltrami,,
69,Johnson,4033600,Red Lake,Beltrami,,
99,Moose,4034200,Solway,Beltrami,,
32,Clearwater,4034300,Leonard,Beltrami,,
105,Parks,4034400,Debs,Beltrami,,
101,Mulligan,4034600,Gates Corner (Beltrami),Beltrami,,
154,Unnamed,4035100,Bemidji,Beltrami,,
155,Unnamed,4035600,Bemidji,Beltrami,,
81,Little Rabideau,4035900,Hines,Beltrami,,
156,Unnamed,4038200,Pinewood,Beltrami,,
157,Unnamed,4038500,Pinewood,Beltrami,,
158,Unnamed,4043700,,Beltrami,,
161,Unnamed (North portion),4044501,,Beltrami,,
162,Unnamed (South portion),4044502,,Beltrami,,
159,Unnamed,4046300,,Beltrami,,
160,Unnamed,4053400,,Beltrami,,
89,Ludlow Pit,4064900,Waskish,Beltrami,,
50,Fourtown Pit,4065000,,Beltrami,,
31,City Pond #4,4065600,,Beltrami,,
6,Unnamed,5000200,Duelm,Benton,,
1,Donovan,5000400,Cable,Benton,,
2,Donovan (main bay),5000402,,Benton,,
4,Mayhew,5000700,Mayhew,Benton,,
5,Pularskis,5000900,Mayhew,Benton,,
7,Unnamed,5001100,,Benton,,
8,Unnamed,5001200,Watab,Benton,,
3,Little Rock,5001300,Rice,Benton,,
9,Unnamed,5002100,,Benton,,
10,Unnamed,5002400,,Benton,,
11,Unnamed,5002500,Saint Cloud,Benton,,
0,Burton Marsh,5006700,,Benton,,
20,Marsh,6000100,Correll,Big Stone,,
0,Artichoke,6000200,Correll,Big Stone,,
35,Unnamed,6000300,Artichoke,Big Stone,,
36,Unnamed,6000400,Correll,Big Stone,,
37,Unnamed,6000500,Odessa,Big Stone,,
38,Unnamed,6001100,Correll,Big Stone,,
39,Unnamed,6001300,Artichoke,Big Stone,,
40,Unnamed,6001700,Artichoke,Big Stone,,
41,Unnamed,6001800,,Big Stone,,
17,Long,6002000,Correll,Big Stone,,
42,Unnamed,6002600,Odessa,Big Stone,,
43,Unnamed,6002700,Odessa,Big Stone,,
28,Peterson,6002800,Ortonville,Big Stone,,
18,Long Tom,6002900,Ortonville,Big Stone,,
44,Unnamed,6003000,Odessa,Big Stone,,
45,Unnamed,6003100,Odessa,Big Stone,,
11,Horseshoe,6003200,Odessa,Big Stone,,
46,Unnamed,6003400,Odessa,Big Stone,,
47,Unnamed,6004400,Artichoke,Big Stone,,
27,Otrey,6005000,Ortonville,Big Stone,,
48,Unnamed,6005200,Odessa,Big Stone,,
49,Unnamed,6005300,Odessa,Big Stone,,
13,Larson Slough,6005400,Odessa,Big Stone,,
50,Unnamed,6005600,Artichoke,Big Stone,,
51,Unnamed,6006000,Ortonville,Big Stone,,
52,Unnamed,6006100,Cashtown,Big Stone,,
53,Unnamed,6006300,Odessa,Big Stone,,
54,Unnamed,6006800,Clinton,Big Stone,,
25,Olson,6006900,Clinton,Big Stone,,
55,Unnamed,6007200,Clinton,Big Stone,,
56,Unnamed,6008000,Clinton,Big Stone,,
57,Unnamed,6008100,,Big Stone,,
58,Unnamed,6008200,,Big Stone,,
3,Bentsen,6009000,,Big Stone,,
4,Bentsen,6009001,Clinton,Big Stone,,
21,Munnwyler,6009002,Clinton,Big Stone,,
148,Walter,6009200,Cashtown,Big Stone,,
22,Munnwyler,6009300,Ortonville,Big Stone,,
59,Unnamed,6009400,Ortonville,Big Stone,,
60,Unnamed,6009500,Ortonville,Big Stone,,
15,Lindgren,6009600,Cashtown,Big Stone,,
26,Olson,6010100,Clinton,Big Stone,,
33,Thielke,6010200,Lagoona Beach,Big Stone,,
32,Swenson,6010300,Clinton,Big Stone,,
61,Unnamed,6010600,Lagoona Beach,Big Stone,,
62,Unnamed,6010700,Lagoona Beach,Big Stone,,
63,Unnamed,6010800,Ortonville,Big Stone,,
34,Twin,6010900,Ortonville,Big Stone,,
64,Unnamed,6011000,Ortonville,Big Stone,,
65,Unnamed,6011300,Ortonville,Big Stone,,
2,Bassett Slough,6011500,Clinton,Big Stone,,
19,Lysing,6011600,Clinton,Big Stone,,
6,Campbell Slough,6011800,Clinton,Big Stone,,
8,Cup,6012000,Clinton,Big Stone,,
66,Unnamed,6012100,Clinton,Big Stone,,
67,Unnamed,6012200,,Big Stone,,
68,Unnamed,6012400,Clinton,Big Stone,,
69,Unnamed,6012700,Clinton,Big Stone,,
10,Eli,6012900,Clinton,Big Stone,,
31,South Rothwell,6013500,Clinton,Big Stone,,
9,East Toqua,6013800,Graceville,Big Stone,,
12,Lannon,6013900,Graceville,Big Stone,,
70,Unnamed,6014000,Graceville,Big Stone,,
16,Lone Tree Slough,6014400,Graceville,Big Stone,,
24,North Rothwell,6014700,Clinton,Big Stone,,
14,Leo,6014800,Big Stone Colony,Big Stone,,
71,Unnamed,6014900,Big Stone Colony,Big Stone,,
72,Unnamed,6015000,Big Stone Colony,Big Stone,,
30,Smithwicks,6015100,Graceville,Big Stone,,
5,Big Stone,6015200,Ortonville,Big Stone,,
73,Unnamed,6015400,Big Stone Colony,Big Stone,,
74,Unnamed,6015600,Big Stone Colony,Big Stone,,
75,Unnamed,6015900,,Big Stone,,
76,Unnamed,6016000,,Big Stone,,
77,Unnamed,6016200,Big Stone Colony,Big Stone,,
78,Unnamed,6016400,Barry,Big Stone,,
29,Smithwick's Slough,6016500,Barry,Big Stone,,
1,Barry,6017000,Barry,Big Stone,,
79,Unnamed,6017200,Barry,Big Stone,,
80,Unnamed,6017400,Big Stone Colony,Big Stone,,
81,Unnamed,6017600,Big Stone Colony,Big Stone,,
82,Unnamed,6017800,Barry,Big Stone,,
83,Unnamed,6017900,Barry,Big Stone,,
84,Unnamed,6018000,Barry,Big Stone,,
85,Unnamed,6018400,Barry,Big Stone,,
86,Unnamed,6018600,Barry,Big Stone,,
87,Unnamed,6018700,Barry,Big Stone,,
88,Unnamed,6018800,Barry,Big Stone,,
89,Unnamed,6019000,Big Stone Colony,Big Stone,,
90,Unnamed,6019500,Beardsley,Big Stone,,
91,Unnamed,6020000,Clinton,Big Stone,,
92,Unnamed,6020300,Lagoona Beach,Big Stone,,
93,Unnamed,6020600,Clinton,Big Stone,,
94,Unnamed,6020800,Lagoona Beach,Big Stone,,
95,Unnamed,6020900,Ortonville,Big Stone,,
96,Unnamed,6021800,,Big Stone,,
97,Unnamed,6022100,Clinton,Big Stone,,
98,Unnamed,6022300,,Big Stone,,
99,Unnamed,6022400,,Big Stone,,
100,Unnamed,6022800,Clinton,Big Stone,,
101,Unnamed,6023000,,Big Stone,,
102,Unnamed,6023300,,Big Stone,,
103,Unnamed,6023500,Graceville,Big Stone,,
104,Unnamed,6023700,Clinton,Big Stone,,
105,Unnamed,6024200,,Big Stone,,
106,Unnamed,6024300,,Big Stone,,
107,Unnamed,6024600,,Big Stone,,
108,Unnamed,6024700,,Big Stone,,
109,Unnamed,6025100,Barry,Big Stone,,
110,Unnamed,6025700,Clinton,Big Stone,,
111,Unnamed,6026500,,Big Stone,,
112,Unnamed,6026600,Artichoke,Big Stone,,
113,Unnamed,6027500,Artichoke,Big Stone,,
114,Unnamed,6027600,Odessa,Big Stone,,
115,Unnamed,6027700,Ortonville,Big Stone,,
116,Unnamed,6027800,Ortonville,Big Stone,,
117,Unnamed,6029100,Cashtown,Big Stone,,
118,Unnamed,6029200,Odessa,Big Stone,,
119,Unnamed,6029900,Correll,Big Stone,,
120,Unnamed,6030100,Odessa,Big Stone,,
121,Unnamed,6031100,,Big Stone,,
122,Unnamed,6031200,Clinton,Big Stone,,
123,Unnamed,6031600,Big Stone Colony,Big Stone,,
124,Unnamed,6033800,Barry,Big Stone,,
125,Unnamed,6034300,,Big Stone,,
126,Unnamed,6034900,Big Stone Colony,Big Stone,,
127,Unnamed,6035800,,Big Stone,,
128,Unnamed,6036000,,Big Stone,,
129,Unnamed,6036100,Clinton,Big Stone,,
130,Unnamed,6036800,Clinton,Big Stone,,
131,Unnamed,6039400,Clinton,Big Stone,,
132,Unnamed,6039800,,Big Stone,,
133,Unnamed,6040600,,Big Stone,,
134,Unnamed,6041600,Cashtown,Big Stone,,
135,Unnamed,6041700,Odessa,Big Stone,,
136,Unnamed,6042000,Odessa,Big Stone,,
137,Unnamed,6042100,Odessa,Big Stone,,
138,Unnamed,6042200,Odessa,Big Stone,,
139,Unnamed,6042400,Odessa,Big Stone,,
140,Unnamed,6043200,,Big Stone,,
141,Unnamed,6043300,,Big Stone,,
142,Unnamed,6044200,Correll,Big Stone,,
143,Unnamed,6044500,,Big Stone,,
144,Unnamed,6044700,,Big Stone,,
145,Unnamed,6044900,,Big Stone,,
23,North Haukos,6045300,Artichoke,Big Stone,,
7,Clinton Kid's Fishing Pond,6045500,Clinton,Big Stone,,
147,Unnamed Pool,6046000,,Big Stone,,
146,Unnamed,6046200,Ortonville,Big Stone,,
3,Born,7000300,Smiths Mill,Blue Earth,,
33,Stockman Marsh,7000500,Minnesota Lake,Blue Earth,,
36,Unnamed,7001400,Minnesota Lake,Blue Earth,,
30,Raub's Marsh,7001500,Waldorf,Blue Earth,,
16,Hobza Marsh,7001900,Pemberton,Blue Earth,,
4,Cottonwood,7002400,Mapleton,Blue Earth,,
27,Mud,7003400,Madison Lake,Blue Earth,,
37,Unnamed,7003700,Eagle Lake,Blue Earth,,
0,Alice,7003900,Smiths Mill,Blue Earth,,
18,Indian,7004300,Smiths Mill,Blue Earth,,
25,Madison,7004400,Madison Lake,Blue Earth,,
14,Gilfillin,7004500,Madison Lake,Blue Earth,,
38,Unnamed,7004600,,Blue Earth,,
13,George,7004700,Marysburg,Blue Earth,,
7,Duck,7005300,Madison Lake,Blue Earth,,
2,Ballantyne,7005400,Madison Lake,Blue Earth,,
19,Knights,7005700,Mapleton,Blue Earth,,
28,Perch,7005800,Beauford,Blue Earth,,
32,Rice,7005900,Saint Clair,Blue Earth,,
8,Eagle,7006000,Eagle Lake,Blue Earth,,
9,Eagle (North),7006001,,Blue Earth,,
10,Eagle (South),7006002,,Blue Earth,,
39,Unnamed,7007100,,Blue Earth,,
40,Wita,7007700,Marysburg,Blue Earth,,
24,Lura,7007900,Mapleton,Blue Earth,,
17,Ida,7009000,Amboy,Blue Earth,,
23,Loon,7009600,Lake Crystal,Blue Earth,,
26,Mills,7009700,Lake Crystal,Blue Earth,,
5,Crystal,7009800,Lake Crystal,Blue Earth,,
21,Lily,7010100,Lake Crystal,Blue Earth,,
29,Porter,7011000,Willow Creek,Blue Earth,,
20,Lieberg,7012400,Butternut,Blue Earth,,
1,Armstrong,7012500,Butternut,Blue Earth,,
34,Strom,7012600,Butternut,Blue Earth,,
12,Evans Slough,7013700,Willow Creek,Blue Earth,,
15,Hiniker Pond,7014700,North Mankato,Blue Earth,,
6,Dorothy,7015800,Mankato,Blue Earth,,
22,Lions,7015900,Mankato,Blue Earth,,
35,Troost Pond,7016000,Mankato,Blue Earth,,
11,Eagle Lake CFP,7016100,Eagle Lake,Blue Earth,,
31,Red Jacket Valley Park Pond,7016600,Mankato,Blue Earth,,
9,Omsrud,8001000,Hanska,Brown,,
3,Clear,8001100,New Ulm,Brown,,
4,Domeier,8001300,Stark (Brown),Brown,,
11,School,8001400,Stark (Brown),Brown,,
6,Juni,8001600,Searles,Brown,,
13,Somsen,8001800,New Ulm,Brown,,
10,Rolloff Slough,8001900,Essig,Brown,,
8,Mecklenburg,8002100,,Brown,,
5,Hanska,8002600,Hanska,Brown,,
19,Zanders,8002700,Stark (Brown),Brown,,
1,Bachelor,8002900,Stark (Brown),Brown,,
12,Sleepy Eye,8004500,Sleepy Eye,Brown,,
0,Altermatt,8005400,Leavenworth,Brown,,
7,Lone Tree,8007300,Evan,Brown,,
15,Unnamed,8009400,,Brown,,
2,Boise,8009600,Cobden,Brown,,
16,Unnamed,8011500,Essig,Brown,,
17,Unnamed,8011800,Leavenworth,Brown,,
14,Springfield CFP,8012800,Springfield,Brown,,
18,Wellner-Hageman Reservoir,8012900,Dotson,Brown,,
54,Thomson Reservoir,9000100,Thomson,Carlton,,
21,Forbay,9000200,Brownell,Carlton,,
22,Graham,9000300,Holyoke,Carlton,,
1,Bear,9000500,Atkinson,Carlton,,
5,Blackhoof,9000600,Mahtowa,Carlton,,
51,Spring,9000700,Barnum,Carlton,,
8,Chub,9000800,Carlton,Carlton,,
70,Venoah,9000900,Carlton,Carlton,,
25,Hay,9001000,Wrenshall,Carlton,,
32,Lac La Belle,9001100,Scotts Corner,Carlton,,
19,Flodin,9001400,Atkinson,Carlton,,
48,Sand,9001600,Barnum,Carlton,,
26,Hizer,9001800,Mahtowa,Carlton,,
42,Munson,9001900,Mahtowa,Carlton,,
13,Crystal,9002000,Mahtowa,Carlton,,
3,Benfield,9002100,Mahtowa,Carlton,,
56,Twentynine,9002200,Barnum,Carlton,,
72,Wild Rice,9002300,Sawyer,Carlton,,
55,Torch Light,9002500,Sawyer,Carlton,,
6,Bob,9002600,Sawyer,Carlton,,
57,Unnamed,9002700,Sawyer,Carlton,,
43,Park,9002900,Mahtowa,Carlton,,
24,Hardwood,9003000,Big Lake Chapel,Carlton,,
7,Cedar,9003100,Big Lake Chapel,Carlton,,
4,Big,9003200,Sawyer,Carlton,,
50,Sofie,9003300,Sawyer,Carlton,,
2,Bear,9003400,Barnum,Carlton,,
33,Little Hanging Horn,9003500,Barnum,Carlton,,
44,Perch,9003600,Sawyer,Carlton,,
46,Rice Portage,9003700,Sawyer,Carlton,,
23,Hanging Horn,9003800,Barnum,Carlton,,
17,Eddy,9003900,Barnum,Carlton,,
41,Moosehead,9004100,Moose Lake,Carlton,,
40,Moose,9004300,Moose Lake,Carlton,,
16,Echo,9004400,Moose Lake,Carlton,,
9,Coffee,9004500,Moose Lake,Carlton,,
0,Bang,9004600,Corona,Carlton,,
11,Corona,9004800,Sawyer,Carlton,,
29,Kettle,9004900,Corona,Carlton,,
28,Jaskari,9005000,Corona,Carlton,,
14,Dead Fish,9005100,Big Lake Chapel,Carlton,,
31,Lac,9005200,Big Lake Chapel,Carlton,,
39,Miller,9005300,Corona,Carlton,,
15,Eagle,9005700,Cromwell,Carlton,,
38,Merwin,9005800,Cromwell,Carlton,,
27,Island,9006000,,Carlton,,
69,Upper (North) Island,9006001,Cromwell,Carlton,,
36,Lower (South) Island,9006002,Cromwell,Carlton,,
52,Springer,9006100,Cromwell,Carlton,,
12,Cross,9006200,Cromwell,Carlton,,
73,Woodbury,9006300,Woodbury (Carlton),Carlton,,
20,Flower,9006400,Cromwell,Carlton,,
35,Long,9006600,Woodbury (Carlton),Carlton,,
53,Tamarack,9006700,Wright,Carlton,,
10,Cole,9006800,Wright,Carlton,,
37,Mattlia,9007000,Wright,Carlton,,
71,Walli,9007100,Wright,Carlton,,
30,Kettle,9007400,Tamarack,Carlton,,
34,Little Kettle,9007700,Corona,Carlton,,
49,Second,9008400,Cloquet,Carlton,,
18,First,9008500,Cloquet,Carlton,,
58,Unnamed,9009300,Moose Lake,Carlton,,
59,Unnamed,9010600,Otter Creek,Carlton,,
47,Rogers,9013900,Corona,Carlton,,
60,Unnamed,9015300,Scotts Corner,Carlton,,
61,Unnamed,9015400,Blackhoof,Carlton,,
62,Unnamed,9016700,Fond du Lac,Carlton,,
63,Unnamed,9016800,Cloquet,Carlton,,
64,Unnamed,9016900,Scanlon,Carlton,,
45,Railroad,9017400,Woodbury (Carlton),Carlton,,
65,Unnamed,9017500,,Carlton,,
66,Unnamed,9017600,,Carlton,,
67,Unnamed,9017700,,Carlton,,
68,Unnamed,9017800,,Carlton,,
49,Rice Marsh,10000100,Chanhassen,Carver,,
50,Riley,10000200,Chanhassen,Carver,,
15,Chaska,10000400,Chaska,Carver,,
17,Courthouse,10000500,Chaska,Carver,,
31,Lotus,10000600,Chanhassen,Carver,,
32,Lucy,10000700,Chanhassen,Carver,,
24,Harrison,10000800,Shorewood,Carver,,
40,Minnewashta,10000900,Chanhassen,Carver,,
61,Tamarack,10001000,Victoria,Carver,,
55,St. Joe,10001100,Chanhassen,Carver,,
0,Ann,10001200,Chanhassen,Carver,,
58,Susan,10001300,Chanhassen,Carver,,
25,Hazeltine,10001400,Hazeltine,Carver,,
84,Virginia,10001500,Victoria,Carver,,
30,Long,10001600,Mudbaden,Carver,,
53,Schutz,10001800,Victoria,Carver,,
6,Bavaria,10001900,Victoria,Carver,,
54,Scott,10002200,Lawrence,Carver,,
3,Aue,10002800,Augusta,Carver,,
38,Miller,10002900,Benton,Carver,,
22,Gaystock,10003100,Dahlgren,Carver,,
92,Zumbra-Sunny,10004100,Victoria,Carver,,
44,Parley,10004200,Saint Bonifacius,Carver,,
33,Lundsten,10004300,Coney Island,Carver,,
2,Auburn,10004400,Victoria,Carver,,
89,West Auburn,10004401,,Carver,,
20,East Auburn,10004402,,Carver,,
56,Steiger,10004500,Victoria,Carver,,
16,Church,10004600,Victoria,Carver,,
28,Kelser's Pond,10004700,Victoria,Carver,,
86,Wassermann,10004800,Victoria,Carver,,
87,Wassermann (Main),10004801,,Carver,,
88,Wassermann West,10004802,,Carver,,
14,Carl Krey,10005000,Victoria,Carver,,
63,Turbid,10005100,Coney Island,Carver,,
47,Reitz,10005200,Coney Island,Carver,,
46,Piersons,10005300,Victoria,Carver,,
35,Marsh,10005400,Augusta,Carver,,
57,Stone,10005600,Victoria,Carver,,
34,Maria,10005800,Belle Plaine,Carver,,
85,Waconia,10005900,Waconia,Carver,,
1,Assumption,10006300,Assumption,Carver,,
90,Winkler,10006600,Bongards,Carver,,
4,Barlous,10006700,Bongards,Carver,,
42,Myers,10006800,Bongards,Carver,,
7,Benton,10006900,Benton,Carver,,
37,Meuwissen,10007000,Cologne,Carver,,
48,Rice,10007800,Hydes Lake,Carver,,
18,Donders,10007900,Maple (Carver),Carver,,
52,Rutz,10008000,Mayer,Carver,,
59,Swan,10008200,Maple (Carver),Carver,,
13,Burandt,10008400,Waconia,Carver,,
64,Unnamed,10008500,Waconia,Carver,,
45,Patterson,10008600,Hydes Lake,Carver,,
26,Hydes,10008800,Young America (subdivision),Carver,,
23,Goose,10008900,Waconia,Carver,,
39,Millman,10009000,Lyndale,Carver,,
65,Unnamed,10009100,,Carver,,
43,Oak,10009300,Watertown,Carver,,
41,Mud,10009400,Saint Bonifacius,Carver,,
60,Swede,10009500,Watertown,Carver,,
8,Berliner,10010300,Mayer,Carver,,
29,Lippert,10010400,Mayer,Carver,,
91,Young America,10010500,Young America (subdivision),Carver,,
11,Braunworth,10010700,Young America (subdivision),Carver,,
62,Tiger,10010800,Norwood (subdivision),Carver,,
5,Barnes,10010900,Young America (subdivision),Carver,,
10,Brand,10011000,Norwood (subdivision),Carver,,
19,Eagle,10012100,Young America (subdivision),Carver,,
66,Unnamed,10013100,Carver Beach,Carver,,
67,Unnamed,10013200,Shorewood,Carver,,
68,Unnamed,10013500,Victoria,Carver,,
69,Unnamed,10014400,,Carver,,
70,Unnamed,10014900,Watertown,Carver,,
71,Unnamed,10015000,Watertown,Carver,,
72,Unnamed,10015100,Watertown,Carver,,
73,Unnamed,10015200,,Carver,,
74,Unnamed,10016000,Saint Bonifacius,Carver,,
75,Unnamed,10018700,Hydes Lake,Carver,,
82,Unnamed (north portion),10020001,Victoria,Carver,,
83,Unnamed (south portion),10020002,Victoria,Carver,,
76,Unnamed,10020100,,Carver,,
77,Unnamed,10021000,,Carver,,
78,Unnamed,10021200,Carver Beach,Carver,,
79,Unnamed,10021300,,Carver,,
36,McKnight,10021600,Hazeltine,Carver,,
27,Jonathan,10021700,Hazeltine,Carver,,
80,Unnamed,10021800,Chaska,Carver,,
12,Brickyard Clayhole,10022500,Chaska,Carver,,
21,Firemen's Clayhole,10022600,Chaska,Carver,,
81,Unnamed,10023200,,Carver,,
9,Big Woods,10024900,,Carver,,
51,Riverpointe Pond,10025000,Watertown,Carver,,
303,Third Guide,11000100,Swatara,Cass,,
248,Reservoir,11000300,Mae,Cass,,
264,Schafer,11000400,Mae,Cass,,
68,Egg,11000500,Shovel Lake,Cass,,
207,Morrison,11000600,Mae,Cass,,
155,Little Thunder,11000900,Shovel Lake,Cass,,
158,Little Thunder (West Bay),11000901,,Cass,,
157,Little Thunder (East Bay),11000902,,Cass,,
371,Windy,11001000,Shovel Lake,Cass,,
367,White Oak,11001600,Mae,Cass,,
22,Birch,11001700,Remer,Cass,,
145,Little Birch,11001800,Remer,Cass,,
260,Sailor,11001900,Shovel Lake,Cass,,
301,Thiebault,11002000,Remer,Cass,,
278,Spring,11002200,Remer,Cass,,
166,Long,11002300,Remer,Cass,,
178,Loon,11002400,Remer,Cass,,
285,Sugar,11002600,Elevenmile Corner,Cass,,
121,Johnson,11002800,Remer,Cass,,
356,Vermillion,11002900,Elevenmile Corner,Cass,,
160,Little Vermillion,11003000,Days High Landing,Cass,,
55,Dead Horse Slough,11003400,Remer,Cass,,
133,Leavitt,11003700,Mae,Cass,,
200,Michaud,11003800,Shovel Lake,Cass,,
77,Folston,11004100,Remer,Cass,,
255,Roosevelt,11004300,Outing,Cass,,
256,Roosevelt - North,11004301,,Cass,,
257,Roosevelt - South,11004302,,Cass,,
193,Margaret,11004500,Outing,Cass,,
195,Marion,11004600,Outing,Cass,,
212,Mule,11004700,Outing,Cass,,
316,Unnamed,11004800,Outing,Cass,,
4,Andrus,11005000,Outing,Cass,,
271,Snake,11005100,Outing,Cass,,
132,Lawrence,11005300,Outing,Cass,,
141,Little Andrus,11005400,Outing,Cass,,
223,Pavelgrit,11005500,Outing,Cass,,
360,Washburn,11005900,Outing,Cass,,
156,Little Thunder,11006100,Remer,Cass,,
241,Pug Hole,11006101,,Cass,,
306,Thunder,11006200,Remer,Cass,,
142,Little Bass,11006300,Inguadona,Cass,,
46,Coffin,11006700,Outing,Cass,,
127,Kidney,11006800,Outing,Cass,,
8,Bass,11006900,Outing,Cass,,
20,Big Rice,11007300,Remer,Cass,,
218,Ododikossi,11007400,Remer,Cass,,
222,Oxbow,11007500,Remer,Cass,,
21,Big Sand,11007700,Remer,Cass,,
185,Lower Milton,11008000,Elevenmile Corner,Cass,,
352,Upper Milton,11008100,Elevenmile Corner,Cass,,
41,Cedar,11008200,Elevenmile Corner,Cass,,
286,Sullivan,11008500,Tobique,Cass,,
89,Grave,11008600,Remer,Cass,,
128,Knight,11008700,Remer,Cass,,
152,Little Sand,11009200,Remer,Cass,,
370,Wilson,11009300,Remer,Cass,,
307,Tidd,11009400,Elevenmile Corner,Cass,,
85,Goose,11009600,Elevenmile Corner,Cass,,
209,Mud,11010000,Elevenmile Corner,Cass,,
83,George,11010100,Outing,Cass,,
115,Island,11010200,Longville,Cass,,
131,Laura,11010400,Inguadona,Cass,,
